MEG_7316|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,137,PTSL,54,Sulfonamide-resistant dihydropteroate synthases,34
MEG_8716|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,122,PARC,53,Tetracycline resistance MFS efflux pumps,33
MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF,109,ZUPT,53,Class B betalactamases,33
MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,104,GLPF,53,Aminoglycoside O-phosphotransferases,32
MEG_6135|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,97,PITA,51,MLS resistance ABC efflux pumps,30
MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,97,ACRS,51,Nickel ABC efflux pumps,27
MEG_7313|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,93,GADX,50,Phenolic resistance protein,27
MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,93,CUSB,50,Multi-biocide RND efflux pump,26
MEG_7150|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,90,GADE,50,Copper resistance regulator,25
MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,87,EVGA,48,Macrolide phosphotransferases,25
MEG_6100|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,84,NHAA,47,Arsenic resistance regulator,25
MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,78,GADC,47,Drug and biocide MATE efflux pumps,24
MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE,77,ZNUC,46,23S rRNA methyltransferases,23
MEG_2446|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA,76,CUSR,45,Pactamycin-resistant 16S ribosomal subunit protein,23
MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,76,ACRD,45,Drug and biocide ABC efflux pumps,23
MEG_7301|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,76,ZNUA,44,Aminocoumarin-resistant DNA topoisomerases,23
MEG_3622|Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT,75,BLAEC,43,Triclosan-resistant mutation,20
MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation,74,ZNUB,42,Drug and biocide and metal resistance regulator,19
MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,74,CUSS,42,Undecaprenyl pyrophosphate phosphatase,19
MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,74,TEHA,41,Multi-biocide resistance protein,18
MEG_7314|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,73,MNTH,40,Dihydrofolate reductase,16
MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,72,CUSC,40,Chromium resistance protein,15
MEG_3948|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,71,YDEO,40,Tetracycline inactivation enzymes,12
MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,71,SUGE,39,Multi-drug RND efflux pumps,11
MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE,70,CRP,39,Multi-drug RND efflux regulator,8
MEG_3979|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,70,CFX,38,Phenicol-resistant 23S rRNA mutation,7
MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,69,FETB,38,Tetracycline resistance MFS efflux regulator,6
MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,67,FETA,38,Aminoglycoside efflux pumps,4
MEG_6092|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,67,AMPCR,37,Fosfomycin thiol transferases,2
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,65,ZNTR,37,Tellurium resistance protein,1
MEG_4425|Drugs|betalactams|Class_D_betalactamases|OXA,65,CUTE,37,Rifampin phosphotransferase,1
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,64,UGD,36,Nickel ABC efflux regulator,1
MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,64,EMRB,36,Aminoglycoside N-acetyltransferases,1
MEG_3076|Biocides|Acid_resistance|Acid_resistance_protein|GADA,60,CUEO,36,Quinolone resistance protein Qnr,1
MEG_2689|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,59,BAER,35
MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,58,PMRF,35
MEG_7149|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,58,IBPB,35
MEG_2909|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF,57,FOLP,34
MEG_7820|Biocides|Acid_resistance|Acid_resistance_protein|YDEP,57,GADB,34
MEG_6997|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,56,MSBA,33
MEG_8634|Drugs|Lipopeptides|Colistin-resistant_mutant|PMRAR|RequiresSNPConfirmation,56,YHCN,33
MEG_5814|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB,55,BAES,33
MEG_7161|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,54,TEHB,32
MEG_5819|Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation,54,CUSF,32
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,53,IMP,32
MEG_7217|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,53,ZRAS,32
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,51,ZINT,31
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,51,IBPA,31
MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX,50,MODA,31
MEG_2447|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB,50,MODB,31
MEG_3080|Biocides|Acid_resistance|Acid_resistance_regulator|GADE,50,MDTO,31
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,50,MDTN,30
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,48,HDEA,30
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,47,RCNA,30
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,47,MURA,30
MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,47,CORC,29
MEG_7859|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC,46,RCNR,29
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,45,AMPH,29
MEG_6994|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,45,RPOS,28
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,44,MDTH,28
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,43,HDEB,28
MEG_4164|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,42,OMPFB,28
MEG_7858|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,42,PBP2,28
MEG_2453|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS,42,EMRA,27
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,41,MDTP,27
MEG_7305|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,41,FABI,27
MEG_3998|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH,40,RRL,27
MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,40,ROBA,26
MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP,39,MARA,25
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,38,ARSR,25
MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,38,MDTK,24
MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,38,YIEF,24
MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,38,SODA,24
MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,38,SOXRB,24
MEG_7974|Drugs|betalactams|Class_C_betalactamase_regulator|AMPCR|RequiresSNPConfirmation,37,DSBC,24
MEG_7156|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,37,P16S,23
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,37,TOLC,23
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,37,YOGI,23
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,37,ZRAR,23
MEG_6970|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,37,CUTC,22
MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD,36,MDTG,22
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,36,ZUR,22
MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,35,CHAA,22
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,35,RCNB,22
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,34,CTX,22
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,34,MARR,21
MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA,33,ASR,21
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,33,ZNTA,21
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,33,MDTI,20
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,33,FABG,20
MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,33,SOXS,19
MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,33,MDTM,19
MEG_3983|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,32,MPHB,19
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,32,MDFA,19
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,32,BACA,19
MEG_2448|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,32,MSRG,19
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,32,APH3-DPRIME,19
MEG_7864|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,32,YDEI,18
MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX,31,EMRR,18
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,31,YJCG,18
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,31,YGIW,18
MEG_7225|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,31,MDTJ,18
MEG_4002|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,31,ARSBM,18
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,31,ZITB,17
MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,31,RPSL,16
MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN,30,DFRA,16
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,30,OMPA,16
MEG_2955|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,30,OMPK36,16
MEG_6048|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA,30,MNTP,16
MEG_4095|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,30,MEFF,15
MEG_6050|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR,29,ANT6,15
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,29,DSBA,15
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,29,ARIR,15
MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH,28,TCRA,15
MEG_3255|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,28,NFSA,15
MEG_4289|Drugs|betalactams|Mutant_porin_proteins|OMPFB|RequiresSNPConfirmation,28,ERMG,14
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,28,MDTB,14
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,28,TETM,13
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,28,CUTF,13
MEG_7228|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,27,TETB,13
MEG_7218|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,27,CUTA,13
MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,27,PBP4B,13
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,27,NIKA,13
MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP,27,CUER,13
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,27,TETX,12
MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,27,TCRB,12
MEG_8679|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|RRL|RequiresSNPConfirmation,27,ICLR,12
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,26,YCHH,12
MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,26,APH6,12
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,26,PARE,12
MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,26,ARSCM,12
MEG_6115|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,26,YODB,12
MEG_4163|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,26,ADEK,11
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,25,BCR,11
MEG_6971|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,25,MNTR,11
MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,25,HNS,11
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,24,YJAA,11
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,24,GYRBA,11
MEG_6998|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,24,SODB,11
