Statistics
ARG_NUM_OF_READS,230111
ARG_READ_LENGTH_MEAN,4473.678446488869
ARG_READ_LENGTH_MEDIAN,4664
ARG_READ_LENGTH_RANGE,"(86, 258437)"
ARG_READ_LENGTH_STD_DEV,2197.6793526188217
ARG_READ_LENGTH_VARIANCE,4829794.5369270835
ARG_READ_LENGTH_SKEW,47.675797237345044
ARG_READ_LENGTH_KURTOSIS,4307.856339574008
ARG_NO_OUTLIERS_4_STDV_NUM_OF_READS,215059
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_MEAN,4617
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_MEDIAN,4754
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_RANGE,"(1717, 7610)"
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_STD_DEV,1026.0667619604487
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_VARIANCE,1052813
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_SKEW,-0.4304694054416991
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_KURTOSIS,0.002632042485432695
Resistome
MEGARes Gene Header,Num Reads,Group,Num Reads,Mechanism,Num Reads,Class,Num Reads
MEG_4223|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation,36245,MLS23S,120982,Aminoglycoside-resistant 16S ribosomal subunit protein,126063,MLS,133231
MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,24908,A16S,80561,Macrolide-resistant 23S rRNA mutation,120982,Aminoglycosides,127733
MEG_3990|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,22073,O23S,36245,Oxazolidinone-resistant 23S rRNA mutation,36499,Oxazolidinone,36499
MEG_8680|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRS|RequiresSNPConfirmation,19093,RRS,19093,Tetracycline-resistant 16S ribosomal subunit protein,5607,Tetracyclines,17200
MEG_8249|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,18867,RRSA,14210,23S rRNA methyltransferases,5454,Drug and biocide resistance,6093
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,16718,RRSH,7957,Tetracycline inactivation enzymes,5403,Phenicol,4424
MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,14753,TET16S,5607,Tetracycline resistance ribosomal protection proteins,5385,Multi-metal resistance,3821
MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation,14210,TETX,5403,Phenicol resistance MFS efflux pumps,3556,Cationic antimicrobial peptides,3710
MEG_7|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,13032,ERMF,5042,EF-Tu inhibition,3498,Elfamycins,3498
MEG_9|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,12964,RRSC,4054,Cationic peptide-resistant 16S ribosomal subunit protein,3362,betalactams,3097
MEG_3988|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,11599,FLOR,3555,MLS resistance MFS efflux pumps,3102,Rifampin,2849
MEG_4|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,9337,TUFAB,3498,Rifampin-resistant beta-subunit of RNA polymerase RpoB,2834,Acid resistance,1491
MEG_6147|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation,7957,CAP16S,3362,Drug and biocide RND efflux pumps,2052,Pleuromutilin,1400
MEG_3978|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,7375,TETQ,2938,MLS resistance ABC efflux pumps,1919,Arsenic resistance,1097
MEG_8251|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,5914,RPOB,2821,Class D betalactamases,1680,Biocide and metal resistance,1083
MEG_3992|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,5395,OXA,1680,Aminoglycoside O-nucleotidyltransferases,1581,Copper resistance,982
MEG_3975|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,5365,P23S,1400,Drug and biocide RND efflux regulator,1539,Zinc resistance,874
MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,4848,MEFA,1388,Multi-metal resistance protein,1482,Drug and biocide and metal resistance,652
MEG_3980|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,4309,ANT6,957,Macrolide phosphotransferases,1456,Glycopeptides,549
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,4054,MEFC,915,Pleuromutilin-resistant 23S rRNA mutation,1400,Multi-biocide resistance,526
MEG_3982|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,3517,MPHG,868,Drug and biocide MFS efflux pumps,1367,Fluoroquinolones,486
MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,3404,MSRG,841,Multi-metal RND efflux pumps,1211,Peroxide resistance,476
MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,3362,TETW,816,Arsenic resistance protein,1057,Multi-drug resistance,462
MEG_3994|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,3317,TETO,808,Acid resistance protein,1017,Fosfomycin,437
MEG_3987|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,3108,MEFF,770,Biocide and metal resistance protein,865,Sodium resistance,273
MEG_3976|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2904,CATB,764,Chloramphenicol acetyltransferases,804,Trimethoprim,238
MEG_3|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,2681,MSRD,608,Copper resistance protein,797,Acetate resistance,232
MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,2273,ACRB,479,Tetracycline resistance MFS efflux pumps,751,Nucleosides,208
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,2219,MSRE,452,Zinc resistance protein,630,Phenolic compound resistance,200
MEG_6963|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,2203,MPHE,442,Multi-metal ABC efflux pumps,579,Nickel resistance,198
MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,1770,CPXAR,384,Fluoroquinolone-resistant DNA topoisomerases,486,Lipopeptides,194
MEG_2930|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,1700,MDTF,369,Class A betalactamases,480,Sulfonamides,189
MEG_3991|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,1655,ANT9,342,Acid resistance regulator,474,Aminocoumarins,156
MEG_6|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1491,CUSA,309,Drug and biocide and metal RND efflux pumps,466,Pactamycin,125
MEG_8252|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,1446,EVGS,307,Drug and biocide MFS efflux regulator,464,Chromium resistance,77
MEG_8443|Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation,1368,PSTC,296,Drug and biocide SMR efflux pumps,394,Bacitracin,51
MEG_4750|Drugs|betalactams|Class_D_betalactamases|OXA,1362,GADX,286,Fosfomycin target mutation,385,Fusidic acid,33
MEG_3985|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,1326,ANT3-DPRIME,282,Lipid A modification,348,Biguanide resistance,9
MEG_3993|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,1123,EVGA,277,Multi-biocide resistance regulator,306,Tellurium resistance,7
MEG_2918|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,1100,MODC,276,Mutant porin proteins,295,Mercury resistance,6
MEG_8250|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,1033,PSTS,276,Multi-metal RND efflux regulator,281
MEG_2831|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,933,GADW,275,Sodium resistance protein,273
MEG_3828|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFC,915,PSTA,272,Multi-metal resistance regulator,268
MEG_4045|Drugs|MLS|Macrolide_phosphotransferases|MPHG,868,ACRA,265,Peroxide resistance stress protein,258
MEG_8254|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,843,ACRF,265,Lincosamide nucleotidyltransferases,251
MEG_8253|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,838,GADA,264,Zinc resistance regulator,244
MEG_3984|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,796,RRL,254,Dihydrofolate reductase,238
MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,794,EMRK,252,Acetate resistance protein,232
MEG_3986|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,787,TETM,250,Multi-drug ABC efflux pumps,225
MEG_8260|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRG,763,TET40,249,Penicillin binding protein,224
MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,707,MDTE,242,Biocide and metal ABC efflux pumps,218
MEG_1|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,679,CUSB,240,peroxide resistance protein,218
MEG_7314|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,613,GYRA,217,Class C betalactamases,215
MEG_1628|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,552,TETBP,217,Streptothricin acetyltransferase,208
MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,506,DFRA,214,Nickel ABC efflux pumps,194
MEG_6099|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,488,PSTB,209,Sulfonamide-resistant dihydropteroate synthases,189
MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,486,CARB,209,Copper resistance regulator,185
MEG_4075|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRE,452,SAT,208,VanC-type resistance protein,177
MEG_3824|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,446,CTX,207,Drug and biocide and metal RND efflux regulator,168
MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,438,EMRY,204,Drug and biocide MATE efflux pumps,166
MEG_7301|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,430,TETA,203,Aminocoumarin-resistant DNA topoisomerases,156
MEG_8244|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFF,425,GADE,197,Vancomycin-resistant mutation,152
MEG_4044|Drugs|MLS|Macrolide_phosphotransferases|MPHE,400,LPDT,195,MDR 23S rRNA mutation,139
MEG_11|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,395,CUSC,193,VanC-type regulator,130
MEG_4074|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,371,TETL,192,Pactamycin-resistant 16S ribosomal subunit protein,125
MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF,369,ZNUC,188,Colistin-resistant mutant,123
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,358,RPSL,188,Phenolic resistance protein,114
MEG_6121|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,355,EMRA,184,Class B betalactamases,111
MEG_8245|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFF,345,TET44,180,Drug and biocide ABC efflux pumps,111
MEG_6135|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,344,CUSF,180,Multi-biocide SMR efflux pump,105
