MEG_3|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1168,ACRF,978,Tetracycline resistance MFS efflux pumps,1375,Phenolic compound resistance,537
MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,1110,CUSB,941,Multi-metal resistance regulator,1329,Aminocoumarins,398
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,1107,MSRD,910,Fosfomycin target mutation,1262,Bacitracin,343
MEG_2446|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA,1070,CPXAR,908,Aminoglycoside O-phosphotransferases,1241,Fusidic acid,338
MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1059,TCRA,904,Acid resistance regulator,1226,Pleuromutilin,252
MEG_6991|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,1051,CUSC,865,Multi-metal RND efflux regulator,1207,Chromium resistance,234
MEG_6131|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1016,ANT9,863,Multi-biocide resistance regulator,1197,Tellurium resistance,135
MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,1005,PSTC,838,Nickel ABC efflux pumps,1196,Nucleosides,129
MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF,994,LPDT,822,Lipid A modification,1176,Iron resistance,17
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,988,PSTA,778,Sodium resistance protein,1138,Mycobacterium tuberculosis-specific Drug,11
MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,945,PSTS,768,Biocide and metal ABC efflux pumps,1136,Pactamycin,6
MEG_2447|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB,941,ACRA,752,Cationic peptide-resistant 16S ribosomal subunit protein,1110,Mercury resistance,5
MEG_6651|Metals|Copper_resistance|Copper_resistance_protein|TCRA,904,ERMA,746,Zinc resistance regulator,1007,Biguanide resistance,3
MEG_6135|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,891,EMRK,737,Penicillin binding protein,1003
MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,838,ACRE,727,Acetate resistance protein,972
MEG_3622|Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT,822,OXA,709,Drug and biocide SMR efflux pumps,916
MEG_1004|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,821,EMRY,694,Lincosamide nucleotidyltransferases,899
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,778,DFRA,692,Peroxide resistance stress protein,813
MEG_2930|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,750,YDEP,685,Dihydrofolate reductase,771
MEG_7154|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,746,CUSF,676,Drug and biocide and metal RND efflux regulator,761
MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,744,EVGA,672,Class D betalactamases,709
MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,743,PARC,662,Multi-drug ABC efflux pumps,705
MEG_6121|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,729,MDTE,658,peroxide resistance protein,646
MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,727,NHAB,655,Sulfonamide-resistant dihydropteroate synthases,639
MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE,727,TETL,649,Mutant porin proteins,620
MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,715,MODA,635,Copper resistance regulator,579
MEG_2448|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,693,MSRE,630,Colistin-resistant mutant,524
MEG_8068|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,688,MDTB,630,Drug and biocide ABC efflux pumps,519
MEG_7820|Biocides|Acid_resistance|Acid_resistance_protein|YDEP,685,GYRA,630,Class C betalactamases,506
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,676,EPTA,623,Multi-biocide RND efflux pump,488
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,672,TCRB,623,Drug and biocide MATE efflux pumps,443
MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,666,TET44,621,Aminocoumarin-resistant DNA topoisomerases,398
MEG_925|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,663,MDTC,617,Multi-biocide SMR efflux pump,365
MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE,658,GADW,612,Undecaprenyl pyrophosphate phosphatase,343
MEG_4002|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,635,PSTB,609,Chloramphenicol acetyltransferases,340
MEG_4075|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRE,630,MODB,586,Fusidic acid-resistant mutation,338
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,630,EMRA,578,Class C betalactamase regulator,325
MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,623,MDTO,576,VanC-type resistance protein,295
MEG_6652|Metals|Copper_resistance|Copper_resistance_protein|TCRB,623,CUSR,575,Daptomycin-resistant beta-subunit of RNA polymerase RpoC,287
MEG_7145|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,619,MGTA,564,Phenolic resistance protein,283
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,617,MPHE,559,Multi-biocide resistance protein,276
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,614,ACRR,557,Triclosan-resistant mutation,254
MEG_5814|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB,609,APH3-DPRIME,556,Pleuromutilin-resistant 23S rRNA mutation,252
MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,609,GADE,554,Chromium resistance protein,234
MEG_7301|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,593,ZNUA,553,VanC-type regulator,233
MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,583,ACRS,551,Drug and biocide and metal resistance regulator,211
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,576,GADX,551,Arsenic resistance regulator,183
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,575,CUSS,547,Multi-drug RND efflux regulator,171
MEG_4074|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,573,ZNUC,546,Tetracycline transcriptional repressor,171
MEG_7314|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,558,GADA,541,Tellurium resistance protein,135
MEG_4164|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,557,FETB,541,Multi-drug RND efflux pumps,133
MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,555,MSBA,537,Streptothricin acetyltransferase,129
MEG_3080|Biocides|Acid_resistance|Acid_resistance_regulator|GADE,554,CUTE,526,Aminoglycoside efflux pumps,93
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,551,ZNUB,526,MDR 23S rRNA mutation,80
MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX,551,PMRAR,524,Macrolide esterases,71
MEG_2453|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS,547,PBP2,522,Nickel ABC efflux regulator,61
MEG_7859|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC,546,YOGI,519,Vancomycin-resistant mutation,61
MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,545,PTSL,519,Tetracycline resistance MFS efflux regulator,21
MEG_3076|Biocides|Acid_resistance|Acid_resistance_protein|GADA,541,GADC,510,Fosfomycin thiol transferases,20
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,538,FETA,508,Iron resistance protein,17
MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA,537,EMRB,504,Aminoglycoside N-acetyltransferases,15
MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,535,DSBB,500,MDR mutation,14
MEG_3993|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,534,APH6,497,VanA-type resistance protein,13
MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,532,TOLC,488,Pyrazinamide-resistant mutant,10
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,526,ZRAR,486,Penicillin binding protein regulator,10
MEG_7858|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,526,EMRR,481,Class B betalactamases,9
MEG_3984|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,525,CUEO,481,Bleomycin resistance protein,7
MEG_8634|Drugs|Lipopeptides|Colistin-resistant_mutant|PMRAR|RequiresSNPConfirmation,524,PITA,471,VanD-type resistance protein,6
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,522,ERMX,467,Pactamycin-resistant 16S ribosomal subunit protein,6
MEG_4044|Drugs|MLS|Macrolide_phosphotransferases|MPHE,521,BLAEC,454,Mercury resistance regulator,4
MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI,519,MEFC,453,Phenicol-resistant 23S rRNA mutation,4
MEG_5819|Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation,519,FOLP,445,Biguanide cation efflux,3
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,510,MURA,444,VanE-type resistance protein,3
MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,510,NIKA,444,Multi-biocide ABC efflux pump,2
MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,508,MDTK,442,VanL-type regulator,1
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,504,ACRD,439,Isoniazid-resistant mutant,1
MEG_3824|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,492,YDEO,436
MEG_2689|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,487,ZRAS,431
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,483,MPHG,426
MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR,481,GADB,423
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,481,IBPB,421
MEG_3948|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,479,MDTP,415
MEG_7862|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,477,DSBC,413
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,471,TETT,412
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,469,BAES,408
MEG_6997|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,466,TEHA,401
MEG_8259|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRG,465,ROBA,394
MEG_2785|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,462,IBPA,392
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,461,LNUC,385
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,461,MNTH,371
MEG_3828|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFC,453,RPOS,368
MEG_4095|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,444,SUGE,365
MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA,444,FIEF,357
MEG_1000|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,442,MDTH,356
MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,440,MDTA,356
MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,436,TEHB,354
MEG_6|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,434,BAER,353
MEG_4045|Drugs|MLS|Macrolide_phosphotransferases|MPHG,426,MDFA,351
MEG_7864|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,425,RCNA,350
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,423,ZUPT,349
MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP,415,PMRF,346
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,401,BACA,343
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,401,MDTN,343
MEG_2918|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,394,FEXA,338
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,394,FUSA,337
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,392,OMPFB,335
MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,385,NHAA,334
MEG_7263|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,385,HDEA,326
MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,385,AMPCR,325
MEG_2692|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,381,MPHN,320
MEG_6100|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,380,MDTG,319
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,377,LNUG,319
MEG_8716|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,376,NIKB,317
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,374,RCNR,317
MEG_2831|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,373,ZINT,315
MEG_2955|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,372,AMPH,315
MEG_3998|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH,371,MARA,313
MEG_6127|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,365,HDEB,310
MEG_8252|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,363,MNTR,301
MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,359,MDTJ,299
MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,357,GLPF,297
MEG_2909|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF,357,MDTI,294
MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH,356,CRP,294
MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,356,CORC,294
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,356,SODA,289
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,354,RPOCL,287
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,353,RCNB,287
MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,353,MARR,287
MEG_6048|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA,350,FABI,283
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,347,ERMB,282
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,346,ZNTA,281
MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN,343,TET32,279
MEG_4073|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,337,ZITB,278
MEG_4289|Drugs|betalactams|Mutant_porin_proteins|OMPFB|RequiresSNPConfirmation,335,YJCG,276
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,334,ERMC,273
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,333,ZNTR,264
MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,332,CUTC,262
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,326,ZUR,257
MEG_7974|Drugs|betalactams|Class_C_betalactamase_regulator|AMPCR|RequiresSNPConfirmation,325,FABG,254
MEG_4051|Drugs|MLS|Macrolide_phosphotransferases|MPHN,320,BCR,253
MEG_3620|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUG,319,P23S,252
MEG_2860|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,317,ASR,250
MEG_6050|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR,317,CATB,250
MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,316,YGIW,247
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,315,PARE,242
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,315,CUER,240
MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,310,NFSA,234
MEG_3255|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,309,SOXRB,233
MEG_4168|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,307,YGJH,222
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,301,CTX,216
MEG_7094|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,300,MPHB,216
MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ,299,SOXS,211
MEG_3976|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,299,ARSBM,207
MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,297,UGD,207
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,296,SODB,206
MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,294,NIKC,205
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,294,TET33,202
MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP,294,MNTP,200
MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation,287,YIEF,193
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,287,APH2-DPRIME,188
