Statistics
ARG_NUM_OF_READS,129254
ARG_READ_LENGTH_MEAN,3088.8441827719066
ARG_READ_LENGTH_MEDIAN,3499.0
ARG_READ_LENGTH_RANGE,"(24, 62523)"
ARG_READ_LENGTH_STD_DEV,1476.2727771140392
ARG_READ_LENGTH_VARIANCE,2179381.3124479977
ARG_READ_LENGTH_SKEW,0.8460588382635927
ARG_READ_LENGTH_KURTOSIS,38.85468520566221
ARG_NO_OUTLIERS_4_STDV_NUM_OF_READS,126589
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_MEAN,3103
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_MEDIAN,3513
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_RANGE,"(264, 6727)"
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_STD_DEV,1366.1789780259394
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_VARIANCE,1866445
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_SKEW,-0.5730534090956899
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_KURTOSIS,-0.7311483435477029
Resistome
MEGARes Gene Header,Num Reads,Group,Num Reads,Mechanism,Num Reads,Class,Num Reads
MEG_3990|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,31421,MLS23S,160698,Macrolide-resistant 23S rRNA mutation,160698,MLS,160819
MEG_7|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,26360,A16S,99330,Aminoglycoside-resistant 16S ribosomal subunit protein,142810,Aminoglycosides,142838
MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,23250,O23S,20846,Oxazolidinone-resistant 23S rRNA mutation,21013,Oxazolidinone,21013
MEG_8251|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,21165,RRS,19831,Tetracycline-resistant 16S ribosomal subunit protein,5267,Tetracyclines,5884
MEG_4223|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation,20846,RRSA,11941,Cationic peptide-resistant 16S ribosomal subunit protein,3253,Cationic antimicrobial peptides,3272
MEG_4|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,20057,RRSH,8041,Rifampin-resistant beta-subunit of RNA polymerase RpoB,3078,Rifampin,3099
MEG_8680|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRS|RequiresSNPConfirmation,19831,TET16S,5267,EF-Tu inhibition,1483,betalactams,1742
MEG_8249|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,18220,RRSC,3637,Pleuromutilin-resistant 23S rRNA mutation,1239,Elfamycins,1483
MEG_3978|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,16441,CAP16S,3253,Class B betalactamases,1006,Pleuromutilin,1239
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,14585,RPOB,3032,Class D betalactamases,581,Drug and biocide resistance,606
MEG_9|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,13918,TUFAB,1483,Tetracycline resistance ribosomal protection proteins,553,Multi-metal resistance,458
MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation,11941,P23S,1239,Vancomycin-resistant mutation,289,Glycopeptides,320
MEG_3980|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,9861,IMP,978,MDR 23S rRNA mutation,247,Multi-drug resistance,280
MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,9717,OXA,581,Drug and biocide RND efflux pumps,199,Arsenic resistance,187
MEG_6147|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation,8041,TETW,409,Multi-metal RND efflux pumps,190,Trimethoprim,149
MEG_8252|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,4813,RPOC,289,Arsenic resistance protein,187,Acid resistance,144
MEG_3987|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,4416,MDR23S,247,Drug and biocide MFS efflux pumps,160,Fosfomycin,134
MEG_3988|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,4373,RRL,167,Dihydrofolate reductase,149,Sodium resistance,103
MEG_3975|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,4065,DFRA,141,Fosfomycin target mutation,134,Fluoroquinolones,102
MEG_3976|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,4019,PTSL,115,Multi-metal resistance protein,103,Biocide and metal resistance,85
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,3637,GYRA,77,Sodium resistance protein,103,Zinc resistance,81
MEG_3992|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,3473,NHAB,77,Fluoroquinolone-resistant DNA topoisomerases,102,Multi-biocide resistance,69
MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,3253,PSTC,75,Acid resistance protein,91,Drug and biocide and metal resistance,58
MEG_3982|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,3068,EVGS,64,Class A betalactamases,89,Copper resistance,58
MEG_6963|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,2996,EMRK,57,Drug and biocide RND efflux regulator,83,Lipopeptides,38
MEG_8253|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2931,EMRY,55,Drug and biocide SMR efflux pumps,75,Nickel resistance,37
MEG_8254|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2884,CUSB,54,Multi-metal RND efflux regulator,72,Phenolic compound resistance,30
MEG_3994|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2849,MNTH,50,Drug and biocide MFS efflux regulator,70,Aminocoumarins,24
MEG_3991|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2609,ACRB,48,Tetracycline resistance MFS efflux pumps,56,Phenicol,14
MEG_8250|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2583,EVGA,48,Biocide and metal resistance protein,53,Acetate resistance,11
MEG_3|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,2352,PSTA,47,Copper resistance protein,53,Pactamycin,11
MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,2271,TETM,44,Acid resistance regulator,53,Tellurium resistance,6
MEG_3985|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2259,CUSF,40,Multi-metal ABC efflux pumps,53,Chromium resistance,6
MEG_3993|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,1940,ZRAR,39,MLS resistance MFS efflux pumps,46,Sulfonamides,6
MEG_8443|Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation,1215,CUSC,38,Zinc resistance protein,42,Fusidic acid,4
MEG_3984|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,1170,PSTS,37,Multi-metal resistance regulator,40,Paraquat resistance,4
MEG_6|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1147,ZRAS,34,Multi-biocide resistance regulator,39,Peroxide resistance,3
MEG_1|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,967,TET36,33,Zinc resistance regulator,39,Biguanide resistance,2
MEG_11|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,935,CTX,32,Nickel ABC efflux pumps,37
MEG_6131|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,931,RPOCL,32,MLS resistance ABC efflux pumps,35
MEG_3986|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,833,CUSS,32,Drug and biocide and metal RND efflux pumps,34
MEG_6121|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,630,CUSR,30,Biocide and metal ABC efflux pumps,32
MEG_6127|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,488,RPSL,30,Daptomycin-resistant beta-subunit of RNA polymerase RpoC,32
MEG_8|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,481,MODC,29,Class C betalactamases,27
MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,407,CUSA,29,Multi-drug RND efflux pumps,25
MEG_7314|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,352,ACRF,28,Drug and biocide and metal RND efflux regulator,24
MEG_3979|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,351,GADC,28,Aminocoumarin-resistant DNA topoisomerases,24
MEG_4425|Drugs|betalactams|Class_D_betalactamases|OXA,318,PSTB,28,Aminoglycoside O-nucleotidyltransferases,24
MEG_6138|Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation,289,TETQ,26,Triclosan-resistant mutation,24
MEG_3740|Drugs|Multi-drug_resistance|MDR_23S_rRNA_mutation|MDR23S|RequiresSNPConfirmation,247,HNS,25,23S rRNA methyltransferases,22
MEG_3983|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,218,MEFA,24,VanD-type resistance protein,22
MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,214,FABG,24,Multi-biocide RND efflux pump,21
MEG_6100|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,210,GADB,24,Rifampin phosphotransferase,21
MEG_6107|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,184,TETO,23,Mutant porin proteins,21
MEG_8679|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|RRL|RequiresSNPConfirmation,167,VANHD,22,Lipid A modification,19
MEG_8068|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,139,MEXF,22,Drug and biocide MATE efflux pumps,13
MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,133,RPH,21,Penicillin binding protein,11
MEG_5819|Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation,115,MSRG,21,Acetate resistance protein,11
MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,114,YDEO,21,Pactamycin-resistant 16S ribosomal subunit protein,11
MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,105,ZNUA,20,Chloramphenicol acetyltransferases,10
MEG_4830|Drugs|betalactams|Class_D_betalactamases|OXA,98,OQXB,20,Lincosamide nucleotidyltransferases,10
MEG_6096|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,87,TEHB,20,Macrolide phosphotransferases,8
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,84,NHAA,20,Tetracycline inactivation enzymes,8
MEG_7301|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,80,NIKA,19,MDR mutant porin proteins,8
MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,79,ACRD,19,Class C betalactamase regulator,7
MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,75,MEFF,18,Multi-biocide SMR efflux pump,7
MEG_4164|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,67,ACRR,18,Drug and biocide ABC efflux pumps,6
MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,64,GADA,18,Tellurium resistance protein,6
MEG_6129|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,63,CPXAR,17,Chromium resistance protein,6
MEG_6135|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,62,MDFA,17,Sulfonamide-resistant dihydropteroate synthases,6
MEG_6108|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,57,MURA,17,Colistin-resistant mutant,6
