MEG_7974|Drugs|betalactams|Class_C_betalactamase_regulator|AMPCR|RequiresSNPConfirmation,86,YODB,37
MEG_2692|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,85,TCRB,35
MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,85,TETL,35
MEG_7835|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF,84,CHAA,34
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,84,ARSCM,34
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,83,ARSBM,33
MEG_6123|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,83,DFRA,32
MEG_6050|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR,82,TETX,32
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,82,YJAA,32
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,80,KDPE,30
MEG_8679|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|RRL|RequiresSNPConfirmation,80,OMPK36,30
MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,80,ASMA,28
MEG_1276|Drugs|betalactams|Class_C_betalactamases|BLAEC,79,KPN,28
MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,79,GYRBA,26
MEG_4074|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,79,PBP4B,26
MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,79,OMPA,26
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,78,APH2-DPRIME,23
MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR,77,MVRC,23
MEG_6097|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,77,P16S,22
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,77,TCRZ,22
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,76,BHSA,16
MEG_6121|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,76,PCOS,16
MEG_7226|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,76,SILC,14
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,74,SILS,13
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,73,PCOD,13
MEG_3830|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE,73,DHFR,12
MEG_6138|Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation,73,MPHN,11
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS,72,SILF,11
MEG_4168|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,71,FECD,11
MEG_3740|Drugs|Multi-drug_resistance|MDR_23S_rRNA_mutation|MDR23S|RequiresSNPConfirmation,71,TCRY,10
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,71,KPNO,10
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,70,FECE,10
MEG_7164|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,69,NIKR,10
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,69,PCOR,10
MEG_7165|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,69,SITABCD,10
MEG_7231|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,68,TETA,10
MEG_4163|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,68,PCOE,10
MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,67,ERMF,9
MEG_1107|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR,66,OXYRKP,9
MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,66,AAC6-PRIME,9
MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,65,ERMQ,9
MEG_7813|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH,65,SILP,8
MEG_6998|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,64,TETBP,8
MEG_7166|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,64,OQXB,8
MEG_2868|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,63,LNUG,7
MEG_6545|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,63,CORB,7
MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,63,ACI,7
MEG_3144|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,63,PCOB,6
MEG_3947|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,62,GYRB,6
MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,62,LNUP,6
MEG_2435|Drugs|betalactams|Class_A_betalactamases|CTX,61,MPHC,6
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,61,AMPC,5
MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS,61,PCOC,4
MEG_3824|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,60,ANT3-DPRIME,4
MEG_7160|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,59,PH23S,4
MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,57,ADEK,3
MEG_2454|Metals|Copper_resistance|Copper_resistance_protein|CUTA,57,BLAP,3
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,56,ARSA,3
MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,56,OMP36,3
MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,56,TETR,3
MEG_7157|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,55,VANSC,3
MEG_4425|Drugs|betalactams|Class_D_betalactamases|OXA,55,TET39,2
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,54,ERMT,2
MEG_2119|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,53,FLOR,2
MEG_7832|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH,53,MSRC,2
MEG_7867|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,52,CMER,2
MEG_3983|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,52,CBLA,2
MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,52,MSRH,2
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,51,GIM,2
MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,51,NMPC,2
MEG_7330|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,51,CMEA,2
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,51,TERE,2
MEG_4004|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,50,MPRF,2
MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,49,FUSE,2
MEG_7853|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA,49,CME,1
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,48,TET56,1
MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,48,KHM,1
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,47,ACT,1
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,47,LSAB,1
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,47,ANT4-PRIME,1
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,47,COPY,1
MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD,46,COPZ,1
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,45,DPR,1
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,45,VANC,1
MEG_6127|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,45,DFRE,1
MEG_7215|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,45,IDC,1
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,44,VANSA,1
MEG_8678|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation,44,MERR,1
MEG_7216|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,43,NORB,1
MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,43,EMRD,1
MEG_7168|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,42
MEG_7304|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,42
MEG_7050|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,41
MEG_4073|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,39
MEG_6107|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,39
MEG_6100|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,38
MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,38
MEG_7321|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,38
MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,38
MEG_6651|Metals|Copper_resistance|Copper_resistance_protein|TCRA,38
MEG_5323|Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation,38
MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,38
MEG_7158|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,38
MEG_2721|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,37
MEG_7841|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YODB,37
MEG_6120|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,36
MEG_6652|Metals|Copper_resistance|Copper_resistance_protein|TCRB,35
MEG_3212|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,35
MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,34
MEG_7152|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,34
MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,33
MEG_7836|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA,32
MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,32
MEG_2972|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,32
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,31
MEG_1282|Drugs|betalactams|Class_C_betalactamases|BLAEC,31
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,31
MEG_1164|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,31
MEG_2020|Metals|Copper_resistance|Copper_resistance_protein|COPA,31
MEG_8445|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,30
MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE,30
MEG_8290|Drugs|betalactams|Mutant_porin_proteins|OMPK36|RequiresSNPConfirmation,30
MEG_7176|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,30
MEG_6128|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,30
MEG_3989|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,29
MEG_2378|Drugs|betalactams|Class_A_betalactamases|CTX,29
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,28
MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,28
MEG_2449|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,28
MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,28
MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,28
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,26
MEG_5817|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,26
MEG_2688|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,26
MEG_7316|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,26
MEG_7224|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,26
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,26
MEG_8288|Drugs|betalactams|Mutant_porin_proteins|OMPA,26
MEG_7230|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,25
MEG_10|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,25
MEG_7305|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,24
MEG_3758|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,24
MEG_7211|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,24
MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,23
MEG_7214|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,23
MEG_6115|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,23
MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC,23
MEG_4009|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,23
MEG_5322|Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation,22
MEG_6654|Metals|Copper_resistance|Copper_resistance_protein|TCRZ,22
MEG_7212|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,22
MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,21
MEG_7094|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,21
MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,21
MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,21
MEG_7264|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,21
MEG_1686|Drugs|betalactams|Class_A_betalactamases|CFX,20
MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,20
MEG_6099|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,19
MEG_7151|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,19
MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,19
MEG_6108|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,19
MEG_7112|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,19
MEG_6132|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,18
MEG_2691|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,18
MEG_3142|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,18
MEG_6992|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,18
MEG_7225|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,17
MEG_5348|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,17
MEG_3819|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,17
MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,16
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,16
MEG_8068|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,16
MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,16
MEG_7267|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,15
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,15
MEG_3227|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,15
MEG_8100|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,15
MEG_6501|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,14
MEG_7146|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,14
MEG_3754|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,14
MEG_1012|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,14
MEG_7866|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,14
MEG_6118|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,14
MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,14
MEG_3290|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,13
MEG_5422|Metals|Copper_resistance|Copper_resistance_protein|PCOD,13
MEG_2690|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,13
MEG_2430|Drugs|betalactams|Class_A_betalactamases|CTX,12
MEG_997|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,12
MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,12
MEG_6105|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,12
MEG_6575|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,12
MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,12
MEG_2450|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,12
MEG_7126|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,11
MEG_4051|Drugs|MLS|Macrolide_phosphotransferases|MPHN,11
MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,11
MEG_3738|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,11
MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX,11
MEG_7132|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,11
MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,11
MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY,10
MEG_7310|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,10
MEG_3516|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO,10
MEG_4177|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,10
MEG_5424|Metals|Copper_resistance|Copper_resistance_regulator|PCOR,10
MEG_7235|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,10
MEG_8700|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITABCD,10
MEG_7014|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,10
MEG_3288|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,10
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,10
MEG_2896|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,9
MEG_7145|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,9
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP,9
MEG_7210|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,9
MEG_2842|Drugs|MLS|23S_rRNA_methyltransferases|ERMQ,9
MEG_2550|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,9
MEG_5365|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,8
MEG_6510|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,8
MEG_7315|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,8
MEG_4830|Drugs|betalactams|Class_D_betalactamases|OXA,8
MEG_6506|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,8
MEG_1000|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,8
MEG_7055|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETBP,8
MEG_3254|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,8
MEG_6119|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,8
MEG_3620|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUG,7
MEG_6133|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,7
MEG_6543|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,7
MEG_2638|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,7
MEG_6103|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,7
MEG_2088|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORB,7
MEG_395|Drugs|betalactams|Class_A_betalactamases|ACI,7
MEG_5418|Metals|Copper_resistance|Copper_resistance_protein|PCOB,6
MEG_6092|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,6
MEG_7170|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,6
MEG_7242|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,6
MEG_6111|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,6
MEG_2024|Metals|Copper_resistance|Copper_resistance_protein|COPA,6
MEG_3825|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,6
MEG_3621|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUP,6
MEG_4040|Drugs|MLS|Macrolide_phosphotransferases|MPHC,6
MEG_1209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,6
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,6
MEG_7868|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,5
MEG_6509|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,5
MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,5
MEG_1283|Drugs|betalactams|Class_C_betalactamases|BLAEC,5
MEG_1278|Drugs|betalactams|Class_C_betalactamases|BLAEC,5
MEG_3809|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,5
MEG_6093|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,5
MEG_3201|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,5
MEG_7095|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,5
MEG_6124|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,5
MEG_728|Drugs|betalactams|Class_C_betalactamases|AMPC,5
MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC,4
MEG_1008|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,4
MEG_4828|Drugs|betalactams|Class_D_betalactamases|OXA,4
MEG_2554|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,4
MEG_7309|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,4
MEG_915|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,4
MEG_3238|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,4
MEG_212|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,4
MEG_2455|Metals|Copper_resistance|Copper_resistance_protein|CUTC,4
MEG_6112|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,4
