MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,53,RCNR,51,23S rRNA methyltransferases,4
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,52,GLPF,51,Nickel ABC efflux regulator,4
MEG_6050|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR,51,IBPB,50,Mercury resistance protein,3
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,49,RCNB,49,Aminoglycoside efflux pumps,2
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,49,IBPA,49,Tetracycline transcriptional repressor,2
MEG_6147|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation,48,RPOS,48
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,48,RRSH,48
MEG_6123|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,48,LNUA,47
MEG_8634|Drugs|Lipopeptides|Colistin-resistant_mutant|PMRAR|RequiresSNPConfirmation,47,PMRAR,47
MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,46,SODA,44
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,46,TETB,43
MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,46,ASR,43
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,44,ZUPT,43
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,43,CTX,41
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,41,OXA,40
MEG_7182|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,41,CUTE,39
MEG_2869|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,41,PMRF,39
MEG_6540|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,40,FOLP,39
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,40,BLAEC,38
MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,39,CAP16S,38
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,39,CUSB,37
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,39,CRP,37
MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,38,YIEF,37
MEG_2447|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB,37,ZNTR,36
MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP,37,YHCN,36
MEG_7835|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF,37,DSBA,35
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,36,CUSF,35
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,36,MDFA,35
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,35,ROBA,34
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,34,MODA,34
MEG_4002|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,34,TETRM,34
MEG_7196|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation,34,MODB,34
MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH,33,TETO,33
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,33,MDTH,33
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,32,FABI,33
MEG_3144|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,31,SUGE,32
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS,29,CUEO,32
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,29,GLPT,31
MEG_8718|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,29,FETB,30
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,29,CUTC,30
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,28,TOLC,30
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,28,HNS,29
MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,28,MNTP,29
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,28,EMRB,29
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,27,FETA,28
MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,26,RRSC,28
MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,26,BAES,26
MEG_6131|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,26,BAER,26
MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,26,DSBC,26
MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,26,PAREF,26
MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI,26,YOGI,26
MEG_3947|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,25,ZUR,25
MEG_7101|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,25,GYRA,24
MEG_2955|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,25,YJCG,24
MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,24,EMRA,22
MEG_7837|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG,24,DFRA,22
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,24,MDTO,22
MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,24,MNTR,21
MEG_7867|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,23,ARSR,21
MEG_3758|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,23,SITABCD,21
MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,23,TETM,20
MEG_8068|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,22,YCHH,20
MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,22,ZRAS,20
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,22,SOXS,19
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,21,ICLR,19
MEG_2692|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,21,YODB,18
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,21,SOXRB,18
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,21,ZRAR,18
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,21,YDEI,18
MEG_8700|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITABCD,21,AMPH,16
MEG_4163|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,20,ZITB,16
MEG_7813|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH,20,TETD,16
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,20,PARE,15
MEG_7864|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,20,CORA,15
MEG_2688|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,20,RRS,15
MEG_7097|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,20,CUTA,15
MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS,19,CORC,14
MEG_6121|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,19,PCOD,14
MEG_2119|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,19,BCR,14
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,18,CHAA,14
MEG_6094|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,18,TETW,13
MEG_7841|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YODB,18,ARSCM,13
MEG_2868|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,18,MDTP,13
MEG_7862|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,18,TET44,13
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,18,ARSBM,13
MEG_7052|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,17,NFSA,13
MEG_6100|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,17,MDTG,12
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,17,RRSA,12
MEG_7263|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,17,PCOR,12
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,17,MVRC,12
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,17,MDTN,12
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,16,SODB,12
MEG_7851|Metals|Zinc_resistance|Zinc_resistance_protein|ZITB,16,CUTF,12
MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,16,PCOS,11
MEG_7070|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,16,YGIW,11
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,15,MDTM,11
MEG_8427|Drugs|betalactams|Class_D_betalactamases|OXA,15,LNUC,10
MEG_8680|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRS|RequiresSNPConfirmation,15,OMPK36,10
MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,15,EMRR,10
MEG_2454|Metals|Copper_resistance|Copper_resistance_protein|CUTA,15,MPHG,10
MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,14,TETA,10
MEG_5422|Metals|Copper_resistance|Copper_resistance_protein|PCOD,14,PBP4B,10
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,14,MSRD,9
MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,14,TET16S,8
MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,13,PCOB,8
MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP,13,FECE,8
MEG_2972|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,13,CBLA,8
MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,13,PCOC,8
MEG_7096|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,12,YJAA,8
MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation,12,TETBP,8
MEG_7094|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,12,OMPA,8
MEG_5424|Metals|Copper_resistance|Copper_resistance_regulator|PCOR,12,FUSA,8
MEG_1164|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,12,COMR,8
MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC,12,TET40,7
MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN,12,RPOCL,7
MEG_6545|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,12,PCOA,7
MEG_7|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,12,GYRBA,7
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,12,MEFC,7
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,12,ASMA,7
MEG_5817|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,12,FABG,7
MEG_7154|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,12,AMPCR,7
MEG_3988|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,12,KPNO,6
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,11,TET32,6
MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,11,KPN,6
MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,11,MPHN,6
MEG_2435|Drugs|betalactams|Class_A_betalactamases|CTX,11,ANT9,6
MEG_8445|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,11,MDTB,6
MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,10,MDTC,6
MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,10,MDTA,5
MEG_8290|Drugs|betalactams|Mutant_porin_proteins|OMPK36|RequiresSNPConfirmation,10,RPSL,5
MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR,10,ANT6,5
