MEG_6997|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,10,LNUG,5
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,10,PCOE,5
MEG_9|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,10,SILS,4
MEG_4045|Drugs|MLS|Macrolide_phosphotransferases|MPHG,10,KEXD,4
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,10,PBP2,4
MEG_2690|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,9,NIKR,4
MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,9,CUER,4
MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,9,MPHE,3
MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,9,COPA,3
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,9,ARSA,3
MEG_6575|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,9,APH3-DPRIME,3
MEG_7014|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,9,OMP36,3
MEG_7050|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,9,MPHB,3
MEG_5418|Metals|Copper_resistance|Copper_resistance_protein|PCOB,8,ERMG,3
MEG_1636|Drugs|betalactams|Class_A_betalactamases|CBLA,8,ZNTA,2
MEG_4004|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,8,TERB,2
MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC,8,TERC,2
MEG_7836|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA,8,TETS,2
MEG_7055|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETBP,8,KDPE,2
MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,8,SILE,2
MEG_8288|Drugs|betalactams|Mutant_porin_proteins|OMPA,8,APH6,2
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,8,TETR,2
MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation,7,SILP,2
MEG_7267|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,7,NIKA,2
MEG_3288|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,7,BHSA,2
MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,7,TERD,1
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,7,TETT,1
MEG_7098|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,7,MERT,1
MEG_3828|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFC,7,VGA,1
MEG_3824|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,7,MERP,1
MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,7,ERMQ,1
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,7,NIKC,1
MEG_7974|Drugs|betalactams|Class_C_betalactamase_regulator|AMPCR|RequiresSNPConfirmation,7,TETG,1
MEG_1276|Drugs|betalactams|Class_C_betalactamases|BLAEC,7,APH2-DPRIME,1
MEG_4074|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,7,EMRD,1
MEG_6991|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,6,YGJH,1
MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,6
MEG_3516|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO,6
MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,6
MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,6
MEG_4051|Drugs|MLS|Macrolide_phosphotransferases|MPHN,6
MEG_2896|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,6
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,6
MEG_4|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,6
MEG_1004|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,6
MEG_3254|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,6
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,6
MEG_6097|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,6
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,6
MEG_1282|Drugs|betalactams|Class_C_betalactamases|BLAEC,6
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,5
MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,5
MEG_7156|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,5
MEG_7042|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,5
MEG_8678|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation,5
MEG_3620|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUG,5
MEG_8251|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,5
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,5
MEG_7112|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,4
MEG_3980|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,4
MEG_4997|Drugs|betalactams|Class_D_betalactamases|OXA,4
MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,4
MEG_3449|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|KEXD,4
MEG_7149|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,4
MEG_2455|Metals|Copper_resistance|Copper_resistance_protein|CUTC,4
MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,4
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,4
MEG_1283|Drugs|betalactams|Class_C_betalactamases|BLAEC,4
MEG_4177|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,4
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,4
MEG_6970|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,4
MEG_8100|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,4
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,4
MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,4
MEG_4424|Drugs|betalactams|Class_D_betalactamases|OXA,4
MEG_4998|Drugs|betalactams|Class_D_betalactamases|OXA,3
MEG_6542|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,3
MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,3
MEG_6510|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,3
MEG_4281|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,3
MEG_7866|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,3
MEG_6120|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,3
MEG_7150|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,3
MEG_6963|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,3
MEG_4425|Drugs|betalactams|Class_D_betalactamases|OXA,3
MEG_7224|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3
MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,3
MEG_2671|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,3
MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,3
MEG_7093|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,3
MEG_2674|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,3
MEG_3975|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,3
MEG_7313|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,3
MEG_6998|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,3
MEG_7853|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA,2
MEG_4044|Drugs|MLS|Macrolide_phosphotransferases|MPHE,2
MEG_2020|Metals|Copper_resistance|Copper_resistance_protein|COPA,2
MEG_6955|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,2
MEG_6113|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,2
MEG_6957|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERC,2
MEG_7200|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,2
MEG_2678|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,2
MEG_3208|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2
MEG_7043|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,2
MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,2
MEG_7162|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,2
MEG_6971|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,2
MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,2
MEG_2897|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,2
MEG_7151|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,2
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,2
MEG_2672|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,2
MEG_7244|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,2
MEG_2430|Drugs|betalactams|Class_A_betalactamases|CTX,2
MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,2
MEG_7321|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,2
MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE,2
MEG_3754|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,2
MEG_6503|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILE,2
MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,2
MEG_6|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,2
MEG_7315|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,2
MEG_7137|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2
MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,2
MEG_7104|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2
MEG_4073|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,2
MEG_6506|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,2
MEG_4005|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,2
MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,2
MEG_7128|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2
MEG_6118|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,2
MEG_1182|Biocides|Acid_resistance|Acid_resistance_protein|ASR,2
MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA,2
MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,2
MEG_8252|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2
MEG_7240|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,2
MEG_3994|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2
MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,2
MEG_5062|Drugs|betalactams|Class_D_betalactamases|OXA,2
MEG_4808|Drugs|betalactams|Class_D_betalactamases|OXA,1
MEG_7146|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1
MEG_6958|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERD,1
MEG_2090|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,1
MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1
MEG_7048|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,1
MEG_7203|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETT,1
MEG_3895|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,1
MEG_5060|Drugs|betalactams|Class_D_betalactamases|OXA,1
MEG_1046|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,1
MEG_7683|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,1
MEG_7139|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1
MEG_5386|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,1
MEG_7309|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,1
MEG_3878|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,1
MEG_2683|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,1
MEG_7126|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1
MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,1
MEG_4830|Drugs|betalactams|Class_D_betalactamases|OXA,1
MEG_1162|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,1
MEG_2842|Drugs|MLS|23S_rRNA_methyltransferases|ERMQ,1
MEG_6550|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,1
MEG_4999|Drugs|betalactams|Class_D_betalactamases|OXA,1
MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,1
MEG_3|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1
MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,1
MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,1
MEG_7195|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,1
MEG_4031|Drugs|MLS|Macrolide_phosphotransferases|MPHB,1
MEG_7077|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETG,1
MEG_1012|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,1
MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,1
MEG_2682|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,1
MEG_4796|Drugs|betalactams|Class_D_betalactamases|OXA,1
MEG_997|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,1
MEG_2687|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,1
MEG_3082|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,1
MEG_2729|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,1
MEG_4803|Drugs|betalactams|Class_D_betalactamases|OXA,1
MEG_7832|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH,1
MEG_7216|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,1
MEG_2686|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,1
