MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,52,YIEF,14
MEG_7301|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,51,CARB,14
MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,50,TETH,13
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,50,CUER,13
MEG_8254|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,49,ZUPT,13
MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,49,CORA,13
MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,48,YGIW,13
MEG_3080|Biocides|Acid_resistance|Acid_resistance_regulator|GADE,47,BHSA,12
MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,46,BCR,12
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,46,MARR,12
MEG_7133|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,46,QACEDELTA1,12
MEG_1460|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE,45,MARA,12
MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,45,TETY,12
MEG_8634|Drugs|Lipopeptides|Colistin-resistant_mutant|PMRAR|RequiresSNPConfirmation,45,ARIR,12
MEG_4164|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,44,ZUR,11
MEG_5819|Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation,43,ZNTA,11
MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA,43,ERMC,11
MEG_1485|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,43,MDTA,11
MEG_3819|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,43,CATA,11
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,42,SODA,11
MEG_7128|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,42,CUTF,11
MEG_5814|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB,42,YHCN,11
MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,41,CUTC,11
MEG_7158|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,41,P16S,11
MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,41,BACA,10
MEG_7143|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,41,YODB,10
MEG_7859|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC,41,ICLR,10
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,40,GLPT,10
MEG_4289|Drugs|betalactams|Mutant_porin_proteins|OMPFB|RequiresSNPConfirmation,40,SOXRB,10
MEG_7125|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,39,ACI,10
MEG_978|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,39,TET33,10
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,39,ZNTR,9
MEG_7105|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,39,MPHG,9
MEG_7820|Biocides|Acid_resistance|Acid_resistance_protein|YDEP,39,NIKB,9
MEG_941|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,39,PBP4B,9
MEG_7132|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,39,NFSA,9
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,39,HNS,9
MEG_1636|Drugs|betalactams|Class_A_betalactamases|CBLA,38,SOXS,9
MEG_1016|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,38,FEXA,9
MEG_7121|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,38,DFRG,9
MEG_8253|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,38,MDTM,8
MEG_7321|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,37,KDPE,8
MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,37,SILC,8
MEG_8679|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|RRL|RequiresSNPConfirmation,37,MVRC,8
MEG_3948|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,37,AAC6-PRIME,7
MEG_7103|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,36,UHPT,7
MEG_6159|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,36,CHAA,7
MEG_3825|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,36,MCA,7
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,36,ILES,7
MEG_7862|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,36,BEXA,7
MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,35,ARSA,6
MEG_7864|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,35,OPTRA,6
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,35,CUTA,6
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,35,ASMA,6
MEG_7106|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,34,CFRA,6
MEG_7858|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,34,LSAB,6
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,34,SILS,6
MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,33,PAREF,6
MEG_7140|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,33,SILF,6
MEG_4002|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,33,DSBA,6
MEG_7212|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,32,YCHH,6
MEG_7094|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,32,YDEI,6
MEG_2448|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,32,DHFR,5
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,32,MNTR,5
MEG_2689|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,31,YGJH,5
MEG_6103|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,31,PCOA,5
MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,31,ARSR,5
MEG_7123|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,31,NIKR,4
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,31,PCOR,4
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,31,OMPA,4
MEG_8259|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRG,31,TET31,4
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,31,CORC,4
MEG_3807|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,30,KPN,4
MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,30,OMPK36,4
MEG_7216|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,30,PCOC,4
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,30,PCOD,4
MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,30,SILB,4
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,29,DFRK,3
MEG_7211|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,29,VGAD,3
MEG_7141|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,29,PCOS,3
MEG_410|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,28,ARSBM,3
MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,28,CEPA,3
MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP,28,RPSL,3
MEG_4095|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,28,VATA,3
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,28,MERA,3
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,28,TETG,3
MEG_7111|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,27,PCOB,3
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,27,FEXB,3
MEG_6048|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA,27,MERP,3
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,27,SODB,3
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,27,AMPCR,3
MEG_3255|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,27,LNUF,2
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,27,MSRA,2
MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,27,KPNO,2
MEG_995|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,26,BLAP,2
MEG_7214|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,26,FECE,2
MEG_7215|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,26,FECD,2
MEG_7157|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,26,CMEA,2
MEG_1617|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,26,CMLA,2
MEG_919|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,26,NIKC,2
MEG_3740|Drugs|Multi-drug_resistance|MDR_23S_rRNA_mutation|MDR23S|RequiresSNPConfirmation,26,BCRCM,2
MEG_6105|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,25,MRPOB,2
MEG_6118|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,25,PCOE,2
MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,25,NIMJ,2
MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,25,ARSCM,2
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,25,SILE,2
MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,25,COPBM,1
MEG_7304|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,25,NIKD,1
MEG_2955|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,24,TERC,1
MEG_3812|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,24,TERD,1
MEG_2453|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS,24,RTG,1
MEG_7231|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,24,AMPC,1
MEG_6050|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR,24,CORB,1
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,24,YJAA,1
MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR,23,MERF,1
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,23,VANHD,1
MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,23,EREB,1
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,23,OCH,1
MEG_3805|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,23,ERMT,1
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,23,TERB,1
MEG_6990|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39,23,TERE,1
MEG_4042|Drugs|MLS|Macrolide_phosphotransferases|MPHE,22
MEG_2909|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF,22
MEG_7263|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,22
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,22
MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,22
MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,21
MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,21
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,21
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,20
MEG_3823|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,20
MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ,20
MEG_8717|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,20
MEG_3828|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFC,20
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,19
MEG_3806|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,19
MEG_3998|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH,19
MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP,19
MEG_2923|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,19
MEG_1686|Drugs|betalactams|Class_A_betalactamases|CFX,19
MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,19
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,19
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,19
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,19
MEG_7243|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,18
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,18
MEG_2692|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,18
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,18
MEG_7851|Metals|Zinc_resistance|Zinc_resistance_protein|ZITB,18
MEG_2786|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,18
MEG_7108|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,17
MEG_2832|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,17
MEG_2449|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,17
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,17
MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA,17
MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI,17
MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,17
MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN,17
MEG_3989|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,17
MEG_1053|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,17
MEG_3818|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,17
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,16
MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX,16
MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,15
MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,15
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,15
MEG_8674|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB,15
MEG_7222|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,15
MEG_5062|Drugs|betalactams|Class_D_betalactamases|OXA,15
MEG_983|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,15
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,15
MEG_7095|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,15
MEG_7305|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,15
MEG_7837|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG,15
MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH,14
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,14
MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD,14
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,14
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,14
MEG_7027|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,14
MEG_7835|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF,14
MEG_7144|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,14
MEG_915|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,14
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,14
MEG_7314|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,13
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,13
MEG_2828|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,13
MEG_7194|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,13
MEG_7200|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,13
MEG_7241|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,13
MEG_1628|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,13
MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,13
MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,12
MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,12
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,12
MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR,12
MEG_6111|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,12
MEG_7225|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,12
MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,12
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,12
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,12
MEG_7130|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,12
MEG_7245|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETY,12
MEG_2925|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,12
MEG_1107|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR,12
MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,11
MEG_6126|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,11
MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,11
MEG_7853|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA,11
MEG_981|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,11
MEG_7031|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,11
MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,11
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,11
MEG_6993|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,11
MEG_6540|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,11
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,11
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,11
MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,11
MEG_5322|Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation,11
MEG_6992|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,10
MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,10
MEG_7841|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YODB,10
MEG_3144|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,10
MEG_7867|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,10
MEG_395|Drugs|betalactams|Class_A_betalactamases|ACI,10
MEG_4830|Drugs|betalactams|Class_D_betalactamases|OXA,10
MEG_7114|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,10
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,9
MEG_4045|Drugs|MLS|Macrolide_phosphotransferases|MPHG,9
MEG_4168|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,9
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,9
MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,9
MEG_996|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,9
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS,9
MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS,9
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,9
MEG_7230|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,9
MEG_4750|Drugs|betalactams|Class_D_betalactamases|OXA,9
MEG_2579|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRG,9
MEG_987|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,9
MEG_7306|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,9
MEG_6094|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,9
MEG_7242|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,8
MEG_2972|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,8
MEG_2869|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,8
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,8
MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE,8
MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC,8
MEG_7147|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,8
MEG_7098|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,8
MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,8
MEG_4163|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,8
MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,8
MEG_6507|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,7
MEG_7330|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,7
MEG_8100|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,7
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,7
MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,7
MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,7
MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,7
MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,7
MEG_2918|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,7
MEG_3664|Drugs|betalactams|Class_C_betalactamases|MCA,7
MEG_6501|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,7
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES,7
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,7
MEG_5829|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,7
MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,7
