MEG_11|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,328,CUSB,65,Chromium resistance protein,9
MEG_7139|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,318,TETL,64,Multi-drug RND efflux pumps,9
MEG_7166|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,318,MDTE,64,Drug and biocide and metal resistance regulator,9
MEG_8068|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,316,GADW,63,Aminoglycoside efflux pumps,8
MEG_2768|Drugs|MLS|23S_rRNA_methyltransferases|ERM,300,ERMX,62,Aminoglycoside N-acetyltransferases,7
MEG_6997|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,300,LPDT,59,Mupirocin-resistant isoleucyl-tRNA synthetase,7
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,290,ERMQ,57,Multi-drug RND efflux regulator,6
MEG_7136|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,283,MODC,57,MDR 23S ribosomal RNA methyltransferase,6
MEG_3830|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE,279,GADA,54,Arsenic resistance regulator,5
MEG_3984|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,276,PSTS,53,Tellurium resistance protein,4
MEG_3993|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,273,PSTC,52,Nickel ABC efflux regulator,4
MEG_7162|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,270,NHAB,52,Streptogramin A O-acetyltransferase,3
MEG_6987|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39,264,CUSC,51,Class C betalactamase regulator,3
MEG_7055|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETBP,260,ACRS,50,MDR mutation,2
MEG_3620|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUG,256,EPTA,48,Macrolide esterases,2
MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,252,GADE,47,nim nitroimidazole reductase,2
MEG_4075|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRE,250,ACRA,46,VanD-type resistance protein,1
MEG_8|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,242,PSTA,46
MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,239,BLE,45
MEG_7195|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,238,PMRAR,45
MEG_7050|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,229,ERMB,44
MEG_8251|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,225,ZNUA,44
MEG_7014|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,220,APH2-DPRIME,44
MEG_7137|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,217,PTSL,43
MEG_3979|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,215,MSBA,43
MEG_7113|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,212,CADC,43
MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,207,CATB,43
MEG_7217|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,205,CUSF,42
MEG_3822|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,205,PSTB,42
MEG_3986|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,204,ZNUC,41
MEG_4044|Drugs|MLS|Macrolide_phosphotransferases|MPHE,196,PARC,40
MEG_7160|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,192,CBLA,40
MEG_8260|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRG,179,MGTA,40
MEG_8443|Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation,179,OMPFB,40
MEG_6998|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,178,PMRF,39
MEG_7110|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,171,YDEP,39
MEG_3609|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUB,170,CUEO,39
MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,168,RRL,37
MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,160,ZRAR,37
MEG_7104|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,160,TEHA,36
MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,159,ZRAS,35
MEG_1|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,152,PITA,35
MEG_6994|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,149,TEHB,35
MEG_6138|Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation,149,EMRA,34
MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX,138,FOLP,34
MEG_7116|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,136,ZNUB,34
MEG_3983|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,135,HDEA,34
MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,134,GYRA,33
MEG_10|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,133,YDEO,33
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,124,IBPB,33
MEG_6100|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,121,MODB,33
MEG_3987|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,117,MODA,33
MEG_3816|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,117,DSBB,32
MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation,111,ACRD,32
MEG_3976|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,110,IBPA,32
MEG_6120|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,110,BAES,31
MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,107,EMRB,31
MEG_8252|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,107,BAER,30
MEG_8244|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFF,106,MDTC,29
MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,106,SUGE,28
MEG_2930|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,104,GADC,28
MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,103,MDTP,28
MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF,101,MURA,28
MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,98,CUSR,28
MEG_3621|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUP,98,MDTO,28
MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,97,MDFA,27
MEG_2783|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,96,NHAA,27
MEG_8245|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFF,95,RCNA,27
MEG_7152|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,94,FETB,27
MEG_7127|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,93,ZINT,27
MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,93,HDEB,27
MEG_4051|Drugs|MLS|Macrolide_phosphotransferases|MPHN,88,MDTB,27
MEG_997|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,87,FETA,27
MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,83,BLAEC,26
MEG_7240|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,81,FUSA,26
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,81,TOLC,26
MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,80,MDR23S,26
MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE,80,MDTK,25
MEG_5323|Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation,80,PBP2,25
MEG_8250|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,79,ACRR,25
MEG_994|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,78,GLPF,24
MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,78,CUSS,24
MEG_7218|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,75,RCNR,24
MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,73,RPOS,24
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,72,EMRR,23
MEG_7135|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,71,GADB,23
MEG_2446|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA,70,FIEF,22
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,68,MDTI,21
MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX,67,TETS,20
MEG_7313|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,67,MDTJ,20
MEG_7151|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,67,MEFC,20
MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,66,DSBC,19
MEG_2447|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB,65,MNTH,19
MEG_7228|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,65,CRP,19
MEG_6097|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,64,ROBA,19
MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE,64,MPHB,18
MEG_3820|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,63,RCNB,18
MEG_2831|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,63,AMPH,18
MEG_7148|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,63,ZITB,18
MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,62,FABG,17
MEG_3810|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,61,NIKA,17
MEG_7107|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,61,YOGI,17
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,61,MDTN,17
MEG_7226|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,61,MDTG,16
MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,59,CUTE,16
MEG_3622|Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT,59,PARE,15
MEG_2860|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,59,FABI,15
MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,58,COMR,15
MEG_3809|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,56,ASR,15
MEG_7131|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,56,YJCG,15
MEG_3076|Biocides|Acid_resistance|Acid_resistance_protein|GADA,54,SILP,14
MEG_7224|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,54,MDTH,14
MEG_2842|Drugs|MLS|23S_rRNA_methyltransferases|ERMQ,53,UGD,14
MEG_6135|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,53,MNTP,14
