MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation,4668,ERM,2338,Multi-drug ABC efflux pumps,708,Acid resistance,216
MEG_7146|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,4626,MEFA,2280,Tetracycline inactivation enzymes,648,Fluoroquinolones,172
MEG_9|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,4559,ANT9,2242,Aminoglycoside O-phosphotransferases,594,Biocide and metal resistance,160
MEG_7104|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,4105,ANT4-PRIME,2163,Drug and biocide MFS efflux pumps,524,Arsenic resistance,105
MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,3392,TET16S,2142,Daptomycin-resistant beta-subunit of RNA polymerase RpoC,474,Multi-biocide resistance,90
MEG_4|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,2898,LNUG,2094,Phenicol resistance MFS efflux pumps,427,Drug and biocide and metal resistance,87
MEG_3990|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2696,ERMX,1486,Drug and biocide RND efflux pumps,290,Sulfonamides,80
MEG_1000|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,2461,RPOB,1470,Cationic peptide-resistant 16S ribosomal subunit protein,252,Zinc resistance,73
MEG_3982|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2386,TETW,1451,Dihydrofolate reductase,249,Sodium resistance,45
MEG_7203|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETT,2379,TETS,1402,Streptothricin acetyltransferase,221,Peroxide resistance,44
MEG_7126|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2369,BLE,1360,Drug and biocide RND efflux regulator,192,Fosfomycin,43
MEG_7202|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETT,2338,TETO,1123,Multi-metal resistance protein,167,Nickel resistance,33
MEG_2768|Drugs|MLS|23S_rRNA_methyltransferases|ERM,2255,TET36,848,Acid resistance protein,153,Phenolic compound resistance,31
MEG_1004|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,2219,FUSA,768,Biocide and metal resistance protein,139,Pleuromutilin,29
MEG_3620|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUG,2094,LSA,703,Drug and biocide SMR efflux pumps,135,Acetate resistance,28
MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,2080,ERMF,695,Multi-metal RND efflux pumps,130,Chromium resistance,13
MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,1886,TETX,648,Vancomycin-resistant mutation,124,Pactamycin,12
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,1726,MPHN,631,Tetracycline transcriptional repressor,113,Bacitracin,11
MEG_3985|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,1718,TET40,578,Multi-metal resistance regulator,100,Aminocoumarins,9
MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1713,LSAE,547,Arsenic resistance protein,98,Mycobacterium tuberculosis-specific Drug,2
MEG_978|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,1596,MSRD,516,Fluoroquinolone-resistant DNA topoisomerases,93
MEG_3980|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,1541,RPOCL,474,Sulfonamide-resistant dihydropteroate synthases,80
MEG_3978|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,1515,FLOR,425,Multi-metal ABC efflux pumps,79
MEG_2860|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,1474,TET44,418,Quinolone resistance protein Qnr,79
MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1472,BRP,409,Chloramphenicol acetyltransferases,77
MEG_3994|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,1459,LNUA,366,Drug and biocide MFS efflux regulator,66
MEG_1460|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE,1360,FEXA,366,Acid resistance regulator,63
MEG_7112|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1326,MSRE,350,Multi-metal RND efflux regulator,63
MEG_7098|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,1182,RRSC,340,Class D betalactamases,59
MEG_7313|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,1096,APH3-DPRIME,321,Drug and biocide and metal RND efflux pumps,55
MEG_8|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1026,RRSH,319,Multi-biocide resistance regulator,45
MEG_995|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,994,ERMB,317,Sodium resistance protein,45
MEG_7200|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,954,MPHE,300,Lipid A modification,43
MEG_2786|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,902,LNUC,281,Fosfomycin target mutation,43
MEG_6979|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET36,848,CARB,264,Zinc resistance protein,40
MEG_7182|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,740,CAP16S,252,Class C betalactamases,39
MEG_7142|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,739,APH6,227,Zinc resistance regulator,33
MEG_7111|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,709,SAT,221,Nickel ABC efflux pumps,31
MEG_3641|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,703,TET32,218,Pleuromutilin-resistant 23S rRNA mutation,29
MEG_4051|Drugs|MLS|Macrolide_phosphotransferases|MPHN,631,TETB,193,Acetate resistance protein,28
MEG_3984|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,625,DFRA,145,Class C betalactamase regulator,27
MEG_7136|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,619,TETBP,134,Peroxide resistance stress protein,23
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,610,RPOC,124,Aminoglycoside N-acetyltransferases,23
MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,596,MPHB,120,peroxide resistance protein,21
MEG_2783|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,564,MEFE,119,Multi-biocide SMR efflux pump,21
MEG_2784|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,563,OPTRA,119,Biocide and metal ABC efflux pumps,21
MEG_7121|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,558,ERMT,113,Penicillin binding protein,20
MEG_3648|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAE,547,TETR,113,Copper resistance regulator,18
MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,543,ERMQ,107,Drug and biocide and metal resistance regulator,16
MEG_7147|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,524,MSRG,103,Phenolic resistance protein,16
MEG_7105|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,512,CTX,100,Multi-biocide RND efflux pump,16
MEG_2810|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,505,LNUP,98,Mutant porin proteins,16
MEG_8249|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,484,ERMG,97,Drug and biocide and metal RND efflux regulator,16
MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,476,MEFF,89,Colistin-resistant mutant,16
MEG_6991|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,474,TETA,85,Triclosan-resistant mutation,15
MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation,474,TET33,81,MDR mutation,14
MEG_7321|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,472,QNRVC,79,Chromium resistance protein,13
MEG_7132|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,422,QACEDELTA1,76,Pactamycin-resistant 16S ribosomal subunit protein,12
MEG_1478|Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP,409,DHFR,73,Undecaprenyl pyrophosphate phosphatase,11
MEG_7131|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,379,GYRA,65,Multi-drug RND efflux pumps,11
MEG_7110|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,377,TET39,62,Drug and biocide ABC efflux pumps,10
MEG_3993|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,374,CADC,61,Drug and biocide MATE efflux pumps,10
MEG_7103|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,362,EVGS,60,Aminocoumarin-resistant DNA topoisomerases,9
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,359,CATB,60,Multi-biocide resistance protein,8
MEG_4075|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRE,350,OXA,59,Arsenic resistance regulator,7
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,340,LNUB,54,Macrolide esterases,6
MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,334,MEFC,54,Tetracycline resistance MFS efflux regulator,5
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,327,MPHG,53,Aminoglycoside efflux pumps,5
MEG_7154|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,322,ACRF,49,Phenicol-resistant 23S rRNA mutation,2
MEG_6997|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,321,RRL,48,Nickel ABC efflux regulator,2
MEG_6147|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation,319,EMRK,45,Pyrazinamide-resistant mutant,2
MEG_2809|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,316,MDTF,44,VanE-type resistance protein,1
MEG_983|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,315,APH2-DPRIME,43,VanG-type resistance protein,1
MEG_7129|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,313,ACRB,43
MEG_7137|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,291,GADX,41
MEG_4074|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,291,GADA,39
MEG_7127|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,290,EMRY,37
MEG_7135|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,290,CUSF,37
MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,288,EVGA,37
MEG_7143|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,286,PITA,37
MEG_4044|Drugs|MLS|Macrolide_phosphotransferases|MPHE,286,CUSC,36
MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,280,MODC,36
MEG_2905|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FEXA,265,ACRA,34
MEG_7114|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,264,CUSR,34
MEG_7148|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,261,MSBA,34
MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,252,MDTE,33
MEG_7140|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,242,ACRE,33
MEG_2930|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,235,DFRG,30
MEG_7199|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,231,GADW,30
MEG_3608|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,231,CFX,30
MEG_6115|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,229,CUSB,29
MEG_4073|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,225,P23S,29
MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,221,NHAA,29
MEG_7116|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,216,HDEA,29
MEG_941|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,211,CUSS,29
MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,199,LPDT,28
MEG_7123|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,196,GLPF,28
MEG_7125|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,194,CUSA,28
MEG_7201|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,191,AMPCR,27
MEG_7050|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,188,YDEP,27
MEG_7139|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,182,GADE,26
MEG_981|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,181,PSTS,26
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,181,ZUPT,25
MEG_6970|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,177,PSTA,25
MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,162,PSTC,25
MEG_8100|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,158,CPXAR,24
MEG_6159|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,147,MODB,24
MEG_3824|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,146,ACRR,23
MEG_7128|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,144,AAC6-PRIME,23
MEG_7113|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,138,ROBA,22
MEG_6131|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,138,PSTB,22
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,137,MNTH,22
MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,136,EPTA,22
MEG_7124|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,135,SUGE,21
MEG_7055|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETBP,134,MARA,21
MEG_2787|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,134,MARR,20
MEG_7118|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,132,MDFA,20
MEG_915|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,132,MDTJ,20
MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,131,MDTO,20
MEG_6138|Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation,124,BLAEC,19
MEG_7217|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,122,HDEB,19
MEG_3830|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE,119,AMPC,19
MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,119,MGTA,19
MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,118,PTSL,19
MEG_11|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,117,YIEF,19
MEG_4031|Drugs|MLS|Macrolide_phosphotransferases|MPHB,117,TEHA,18
MEG_7149|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,111,ACRS,18
MEG_7150|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,111,CUTE,18
MEG_2923|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,107,PARC,17
MEG_7162|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,107,MDTP,17
MEG_2831|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,106,SOXS,16
MEG_7141|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,104,GADB,16
MEG_7228|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,102,UGD,16
MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,101,TOLC,16
MEG_2842|Drugs|MLS|23S_rRNA_methyltransferases|ERMQ,99,MURA,16
MEG_3621|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUP,98,MODA,16
MEG_7134|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,98,TEHB,16
MEG_6998|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,97,TETH,16
MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,92,PMRAR,16
MEG_7106|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,91,SOXRB,16
MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,89,YDEO,15
MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,89,FOLP,15
MEG_952|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,88,ZNUA,15
MEG_8260|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRG,87,NHAB,15
MEG_6994|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,86,FABI,15
MEG_6111|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,86,QACE,15
MEG_7107|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,85,FABG,15
MEG_7133|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,84,NIKA,15
MEG_6121|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,83,YJAA,15
MEG_6|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,81,ACRD,14
MEG_1029|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,81,RCNA,14
MEG_7014|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,80,MDTI,14
MEG_6038|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC,79,MDTH,13
MEG_994|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,79,EMRB,13
MEG_7092|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,79,CUEO,13
MEG_6124|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,78,IBPB,13
MEG_7161|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,75,NFSA,13
MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,75,YHCN,13
MEG_997|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,74,ZUR,12
MEG_919|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,73,RCNB,12
MEG_6105|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,72,GADC,12
MEG_2756|Drugs|MLS|23S_rRNA_methyltransferases|ERM,72,CRP,12
MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,71,P16S,12
MEG_7117|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,71,CORC,12
MEG_6120|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,69,MDTN,12
MEG_6118|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,69,CUTC,11
MEG_2618|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,69,BACA,11
MEG_2848|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,67,ASR,11
MEG_7108|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,66,ZNTR,11
MEG_8718|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,65,MRPOB,11
MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,63,HNS,11
MEG_2903|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FEXA,63,RPOS,11
MEG_6963|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,62,AMPH,10
MEG_1485|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,61,EMRA,10
MEG_7216|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,60,TETY,10
MEG_3609|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUB,54,FETB,10
