MEG_8068|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,54,PBP2,10
MEG_3828|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFC,54,YOGI,10
MEG_7144|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,53,MDTK,10
MEG_4045|Drugs|MLS|Macrolide_phosphotransferases|MPHG,53,RPSL,10
MEG_7226|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,52,DSBB,10
MEG_7304|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,52,ZRAR,10
MEG_7191|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,52,ZRAS,10
MEG_6987|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39,51,FETA,10
MEG_3979|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,51,IBPA,10
MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,50,YDEI,10
MEG_6975|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33,50,RCNR,10
MEG_3991|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,49,DSBC,9
MEG_8251|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,49,ZNUC,9
MEG_8679|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|RRL|RequiresSNPConfirmation,48,CATA,9
MEG_7218|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,46,ZNUB,9
MEG_2846|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,46,CUER,9
MEG_7195|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,46,CUTF,9
MEG_8244|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFF,46,PAREF,9
MEG_989|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,44,ZINT,9
MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF,44,SODA,8
MEG_8245|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFF,43,PARE,8
MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,43,CAT,8
MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,43,YJCG,8
MEG_7120|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,42,OMPFB,8
MEG_7122|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,42,MDTG,8
MEG_7153|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,42,BAES,8
MEG_1016|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,42,BAER,8
MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX,41,ARSR,7
MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,41,CUTA,7
MEG_5829|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,41,MDTA,7
MEG_7119|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,40,MVRC,7
MEG_7156|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,40,CBLA,7
MEG_6971|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,40,ZITB,7
MEG_1545|Drugs|betalactams|Class_A_betalactamases|CARB,40,NIKB,7
MEG_7240|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,39,GLPT,7
MEG_986|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,39,MNTP,7
MEG_4314|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,39,MEFB,6
MEG_6103|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,39,TETG,6
MEG_979|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,39,EMRR,6
MEG_3076|Biocides|Acid_resistance|Acid_resistance_protein|GADA,39,MDTB,6
MEG_6093|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,38,MDTC,6
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,37,NIKC,6
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,37,VGA,6
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,37,ACI,6
MEG_6133|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,36,TETRM,5
MEG_7224|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,36,DSBA,5
MEG_7301|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,35,COMR,5
MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,34,KDPE,5
MEG_7316|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,34,PMRF,5
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,34,TETD,5
MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA,34,OMPA,5
MEG_6135|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,33,FIEF,5
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,33,ERED,5
MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,33,RTG,4
MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE,33,BHSA,4
MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,33,CORB,4
MEG_3987|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,33,BCR,4
MEG_7310|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,33,DNAK,3
MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE,33,APH3-PRIME,3
MEG_4750|Drugs|betalactams|Class_D_betalactamases|OXA,33,OMPK36,3
MEG_7130|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,33,MNTR,3
MEG_7212|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,32,YGJH,3
MEG_2794|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,32,SODB,3
MEG_980|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,32,ARSBM,3
MEG_7164|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,31,YCHH,3
MEG_6112|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,31,COPBM,2
MEG_949|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,31,PH23S,2
MEG_2579|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRG,30,FECE,2
MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,30,NIKR,2
MEG_2448|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,30,NIKE,2
MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,30,ADEA,2
MEG_4323|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,30,VGAE,2
MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,30,RPSA,2
MEG_2447|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB,29,ADER,2
MEG_7242|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,29,ARIR,2
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,29,LAQ,1
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,29,YGIW,1
MEG_2453|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS,29,ARSRM,1
MEG_3622|Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT,28,VANE,1
MEG_2446|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA,28,YODB,1
MEG_7095|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,28,EREB,1
MEG_2821|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,28,LNUF,1
MEG_5830|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,27,SITABCD,1
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,27,ADES,1
MEG_7974|Drugs|betalactams|Class_C_betalactamase_regulator|AMPCR|RequiresSNPConfirmation,27,CORA,1
MEG_6973|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33,27,ERM42,1
MEG_7820|Biocides|Acid_resistance|Acid_resistance_protein|YDEP,27,VANG,1
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,27,OXYRKP,1
MEG_3976|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,26,DFRK,1
MEG_3080|Biocides|Acid_resistance|Acid_resistance_regulator|GADE,26
MEG_1001|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,26
MEG_7198|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,26
MEG_1|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,26
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,25
MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,25
MEG_8443|Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation,25
MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,24
MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,24
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,24
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,24
MEG_2502|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,24
MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,23
MEG_3983|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,23
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,22
MEG_4313|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,22
MEG_5814|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB,22
MEG_3998|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH,22
MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,22
MEG_2922|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,21
MEG_3822|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,21
MEG_7306|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,21
MEG_7225|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,21
MEG_7222|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,21
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,20
MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR,20
MEG_2904|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FEXA,20
MEG_1046|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,20
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,20
MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ,20
MEG_2500|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,20
MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,20
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,20
MEG_7232|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,19
MEG_3255|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,19
MEG_728|Drugs|betalactams|Class_C_betalactamases|AMPC,19
MEG_5819|Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation,19
MEG_7835|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF,19
MEG_7211|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,19
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,18
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,18
MEG_2482|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,18
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,18
MEG_8252|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,18
MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,18
MEG_7138|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,17
MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,17
MEG_2796|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,17
MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,17
MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,17
MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP,17
MEG_2828|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,17
MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,17
MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,17
MEG_6100|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,17
MEG_3810|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,17
MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS,16
MEG_7166|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,16
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,16
MEG_8259|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRG,16
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,16
MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD,16
MEG_4095|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,16
MEG_4002|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,16
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,16
MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,16
MEG_916|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,16
MEG_987|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,16
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,16
MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,16
MEG_8634|Drugs|Lipopeptides|Colistin-resistant_mutant|PMRAR|RequiresSNPConfirmation,16
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,16
MEG_410|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,16
MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,15
MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,15
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,15
MEG_7158|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,15
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,15
MEG_5828|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACE,15
MEG_3807|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,15
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,15
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,15
MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA,15
MEG_3948|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,15
MEG_7836|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA,15
MEG_7194|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,14
MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,14
MEG_7243|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,14
MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,14
MEG_4042|Drugs|MLS|Macrolide_phosphotransferases|MPHE,14
MEG_6048|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA,14
MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,14
MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX,14
MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH,13
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,13
MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,13
MEG_3809|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,13
MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,13
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,13
MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,13
MEG_1053|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,13
MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,13
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,12
MEG_7315|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,12
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,12
MEG_4317|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,12
MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,12
MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,12
MEG_3986|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,12
MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP,12
MEG_5322|Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation,12
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,12
MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,12
MEG_10|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,12
MEG_8250|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,12
MEG_279|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,12
MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN,12
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,12
MEG_2857|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,11
MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,11
MEG_3601|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,11
MEG_2955|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,11
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,11
MEG_8253|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,11
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,11
MEG_6990|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39,11
MEG_6136|Drugs|Multi-drug_resistance|MDR_mutation|MRPOB|RequiresSNPConfirmation,11
MEG_2770|Drugs|MLS|23S_rRNA_methyltransferases|ERM,11
MEG_1055|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,11
MEG_7263|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,11
MEG_7231|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,11
MEG_1087|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,11
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS,11
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,11
MEG_6163|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,10
MEG_7151|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,10
MEG_2928|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,10
MEG_7867|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,10
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,10
MEG_7245|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETY,10
MEG_4164|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,10
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,10
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,10
MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI,10
MEG_2797|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,10
MEG_8678|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation,10
MEG_6128|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,10
MEG_2689|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,10
MEG_7862|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,10
MEG_2920|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,10
MEG_7864|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,10
MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,10
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,10
MEG_1005|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,10
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,10
MEG_6050|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR,10
MEG_7082|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,10
MEG_7215|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,9
MEG_7314|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,9
MEG_7859|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC,9
MEG_1575|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,9
MEG_2832|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,9
MEG_7858|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,9
MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,9
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,9
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,9
MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,9
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,9
MEG_7305|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,9
MEG_2793|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,9
MEG_6540|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,8
MEG_6126|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,8
MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,8
MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,8
MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,8
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,8
MEG_2841|Drugs|MLS|23S_rRNA_methyltransferases|ERMQ,8
MEG_7837|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG,8
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,8
MEG_2692|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,8
MEG_4289|Drugs|betalactams|Mutant_porin_proteins|OMPFB|RequiresSNPConfirmation,8
