MEG_7|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,4738,TET32,3081,Macrolide phosphotransferases,784,Multi-metal resistance,241
MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,4660,TET44,2765,Rifampin-resistant beta-subunit of RNA polymerase RpoB,719,Acid resistance,130
MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3640,LNUC,2172,EF-Tu inhibition,521,Biocide and metal resistance,98
MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,3299,CAP16S,2046,Class A betalactamases,404,Zinc resistance,64
MEG_3992|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,3129,MEFE,1367,23S rRNA methyltransferases,400,Arsenic resistance,61
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,3123,ANT6,940,Tetracycline inactivation enzymes,380,Drug and biocide and metal resistance,57
MEG_7150|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,2944,RRSH,938,Pleuromutilin-resistant 23S rRNA mutation,378,Copper resistance,53
MEG_8716|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,2737,TETBP,922,Vancomycin-resistant mutation,332,Multi-biocide resistance,52
MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,2679,TET16S,895,Drug and biocide RND efflux pumps,158,Fluoroquinolones,42
MEG_6970|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,2534,MSRD,784,Drug and biocide RND efflux regulator,147,Fusidic acid,40
MEG_8249|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2483,MPHN,782,Acid resistance protein,90,Peroxide resistance,35
MEG_7149|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,2296,RPOB,719,Drug and biocide MFS efflux pumps,89,Lipopeptides,33
MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,2172,TETA,718,Multi-metal resistance protein,81,Multi-drug resistance,32
MEG_7228|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,2100,RRSA,567,Biocide and metal resistance protein,76,Nickel resistance,32
MEG_6997|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,2097,TUFAB,521,Multi-metal RND efflux pumps,64,Pactamycin,29
MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,2046,TETX,380,Arsenic resistance protein,57,Sodium resistance,23
MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,2008,P23S,378,Multi-metal ABC efflux pumps,50,Fosfomycin,21
MEG_7161|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,1856,RPOC,332,Drug and biocide and metal RND efflux pumps,50,Acetate resistance,18
MEG_4|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1607,CFX,317,Zinc resistance protein,47,Nucleosides,14
MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,1561,TETB,304,Fluoroquinolone-resistant DNA topoisomerases,42,Phenicol,14
MEG_3830|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE,1367,LNUP,251,Drug and biocide MFS efflux regulator,41,Aminocoumarins,10
MEG_9|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1278,LNUA,225,Acid resistance regulator,40,Bacitracin,9
MEG_7156|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,1037,ERMG,145,Fusidic acid-resistant mutation,40,Sulfonamides,8
MEG_6147|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation,938,ERMF,111,Copper resistance protein,35,Phenolic compound resistance,5
MEG_7055|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETBP,922,TETM,96,Nickel ABC efflux pumps,32,Chromium resistance,2
MEG_7217|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,921,ACI,77,Pactamycin-resistant 16S ribosomal subunit protein,29,Mycobacterium tuberculosis-specific Drug,1
MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,859,ERMQ,73,Multi-biocide resistance regulator,27
MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,807,FUSA,40,Multi-metal resistance regulator,27
MEG_6|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,797,CPXAR,34,Lipid A modification,25
MEG_3|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,784,ERMB,32,Sodium resistance protein,23
MEG_4051|Drugs|MLS|Macrolide_phosphotransferases|MPHN,782,EVGS,32,Biocide and metal ABC efflux pumps,22
MEG_7162|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,763,MDTF,30,Fosfomycin target mutation,21
MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,750,P16S,29,Daptomycin-resistant beta-subunit of RNA polymerase RpoC,21
MEG_3978|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,733,EVGA,26,Penicillin binding protein,20
MEG_6994|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,728,EMRK,25,peroxide resistance protein,19
MEG_7166|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,718,CFR,25,Multi-metal RND efflux regulator,19
MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,717,GYRA,25,Copper resistance regulator,18
MEG_7218|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,702,GADW,25,Acetate resistance protein,18
MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,687,ACRF,24,Zinc resistance regulator,17
MEG_7164|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,671,GADX,23,Peroxide resistance stress protein,16
MEG_6998|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,668,MODC,23,Aminoglycoside O-phosphotransferases,15
MEG_7014|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,666,EMRY,22,Multi-drug ABC efflux pumps,15
MEG_7226|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,573,ACRB,22,Streptothricin acetyltransferase,14
MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation,567,RPOCL,21,Drug and biocide SMR efflux pumps,14
MEG_6971|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,545,GADA,20,Multi-biocide RND efflux pump,14
MEG_7153|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,538,ACRA,19,Colistin-resistant mutant,12
MEG_8251|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,501,ACRE,19,MDR 23S rRNA mutation,11
MEG_7212|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,494,CUSA,18,Aminocoumarin-resistant DNA topoisomerases,10
MEG_7165|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,493,MDTE,18,Undecaprenyl pyrophosphate phosphatase,9
MEG_4073|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,490,ACRR,18,Drug and biocide MATE efflux pumps,8
MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,433,YDEP,18,Sulfonamide-resistant dihydropteroate synthases,8
MEG_8443|Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation,348,CUSC,16,Mutant porin proteins,8
MEG_6138|Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation,332,EPTA,16,Multi-biocide resistance protein,6
MEG_3824|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,327,PSTC,16,Drug and biocide and metal RND efflux regulator,6
MEG_7050|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,302,PBP2,16,Chloramphenicol acetyltransferases,6
MEG_3976|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,299,CUSB,15,Class C betalactamases,5
MEG_4074|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,294,PARC,15,Phenicol resistance MFS efflux pumps,5
MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX,281,TEHA,15,Multi-biocide SMR efflux pump,5
MEG_8|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,266,TEHB,15,Drug and biocide ABC efflux pumps,5
MEG_3621|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUP,251,PITA,15,Class C betalactamase regulator,4
MEG_3816|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,250,ZNUC,15,Arsenic resistance regulator,4
MEG_3819|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,249,PSTA,15,Phenolic resistance protein,4
MEG_6120|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,240,SAT,14,Multi-drug RND efflux regulator,2
MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,225,SODA,14,Class D betalactamases,2
MEG_7216|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,218,APH2-DPRIME,14,Tetracycline resistance MFS efflux regulator,2
MEG_7160|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,216,HDEB,14,Chromium resistance protein,2
MEG_7224|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,190,ACRS,14,MDR 23S ribosomal RNA methyltransferase,1
MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,181,MDTB,14,Pyrazinamide-resistant mutant,1
MEG_8252|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,167,PSTS,14,Aminoglycoside N-acetyltransferases,1
MEG_7158|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,152,GADE,14,Drug and biocide and metal resistance regulator,1
MEG_1|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,146,MARA,14,Triclosan-resistant mutation,1
MEG_7168|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,143,MDTC,14
MEG_8250|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,142,TOLC,14
MEG_997|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,137,MODB,14
MEG_7304|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,136,ZNUA,13
MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,134,YDEO,13
MEG_7214|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,132,ZNUB,13
MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,125,HDEA,13
MEG_7176|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,124,EMRA,12
MEG_7215|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,114,PSTB,12
MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,113,MODA,12
MEG_7222|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,110,PMRAR,12
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,105,MDTO,12
MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,103,NHAA,12
MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,96,ERM,12
MEG_3991|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,94,MARR,12
MEG_2832|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,92,CUSF,12
MEG_7231|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,92,NIKB,11
MEG_7242|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,91,LPDT,11
MEG_6963|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,88,MDR23S,11
MEG_6103|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,87,MGTA,11
MEG_3979|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,84,FETA,11
MEG_7243|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,82,ZUPT,11
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,81,EMRB,11
MEG_395|Drugs|betalactams|Class_A_betalactamases|ACI,77,NIKA,11
MEG_7151|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,76,GLPF,10
MEG_7157|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,67,FETB,10
MEG_2842|Drugs|MLS|23S_rRNA_methyltransferases|ERMQ,67,GADC,10
MEG_3980|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,67,ZRAR,10
MEG_7313|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,66,IBPA,9
MEG_7232|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,65,BACA,9
MEG_7225|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,62,ZRAS,9
MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,62,YGIW,9
MEG_7129|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,62,CUSS,9
MEG_6992|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,61,CUEO,9
MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,61,NHAB,9
MEG_8253|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,61,EMRR,9
MEG_8254|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,59,CUSR,9
MEG_11|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,57,MSBA,9
MEG_7027|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,51,ACRD,9
MEG_7152|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,51,MDTK,8
MEG_7305|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,50,FOLP,8
MEG_3990|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,48,LSA,8
MEG_10|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,48,MDTN,8
MEG_7170|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,47,GADB,8
MEG_6993|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,46,MURA,8
MEG_3983|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,44,ZINT,8
MEG_3982|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,43,RPOS,7
MEG_3993|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,40,MDTA,7
MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,38,IBPB,7
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,38,CRP,7
MEG_3987|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,37,TET36,7
MEG_7310|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,37,RCNR,7
MEG_8718|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,36,PARE,7
MEG_3818|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,34,RCNA,7
MEG_3975|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,31,ICLR,7
MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,30,ASR,7
MEG_1686|Drugs|betalactams|Class_A_betalactamases|CFX,30,DSBB,6
MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF,30,YJCG,6
MEG_5323|Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation,30,LSAE,6
MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,29,ROBA,6
MEG_5322|Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation,29,CUER,6
MEG_7301|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,27,UHPT,6
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,26,MDTG,6
MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,25,MDTI,6
MEG_6135|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,25,CBLA,6
MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,25,COMR,6
MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,24,MDTP,6
MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX,23,PMRF,6
MEG_7211|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,23,RCNB,6
MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,22,RPSL,6
MEG_1680|Drugs|MLS|23S_rRNA_methyltransferases|CFR,21,ZITB,6
MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,21,BHSA,6
MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation,21,MDTJ,6
MEG_1000|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,20,ARIR,5
MEG_3076|Biocides|Acid_resistance|Acid_resistance_protein|GADA,20,CUTE,5
MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,19,YGJH,5
MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE,19,MDFA,5
MEG_7314|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,19,MNTR,5
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,19,PTSL,5
MEG_2446|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA,18,YODB,5
MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,18,BLAEC,5
MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE,18,YIEF,5
MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,18,BAES,5
MEG_7820|Biocides|Acid_resistance|Acid_resistance_protein|YDEP,18,FIEF,5
MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,18,NIKC,5
MEG_3989|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,18,FLOR,5
MEG_2794|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,18,ZNTR,5
MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,16,DSBC,5
MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,16,CUTC,5
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,16,SUGE,5
MEG_7306|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,16,YOGI,5
MEG_2447|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB,15,OMPFB,5
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,15,AMPCR,4
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,15,MDTH,4
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,15,ANT3-DPRIME,4
MEG_7859|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC,15,ZNTA,4
MEG_7309|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,15,ARSR,4
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,15,NIKD,4
MEG_3255|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,14,YCHH,4
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,14,SODB,4
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,14,AMPH,4
MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,14,MNTH,4
MEG_7230|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,14,FABI,4
MEG_3080|Biocides|Acid_resistance|Acid_resistance_regulator|GADE,14,UGD,3
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,14,CUTF,3
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,14,CORC,3
MEG_1016|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,13,CATA,3
MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,13,CAT,3
MEG_7858|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,13,ARSBM,3
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,13,GYRBA,3
MEG_3984|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,13,CHAA,2
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,13,TETL,2
