MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,12,ASMA,2
MEG_6540|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,12,MNTP,2
MEG_5814|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB,12,OXA,2
MEG_2448|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,12,TETRM,2
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,12,BCR,2
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,12,CORA,2
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,12,YHCN,2
MEG_4002|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,12,CTX,2
MEG_8634|Drugs|Lipopeptides|Colistin-resistant_mutant|PMRAR|RequiresSNPConfirmation,12,CUTA,2
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,12,GLPT,2
MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,12,SOXRB,2
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,12,ZUR,2
MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR,12,NFSA,2
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,12,OMPA,2
MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,11,CLBC,1
MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,11,YDEI,1
MEG_4168|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,11,TCRY,1
MEG_3622|Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT,11,OMPK36,1
MEG_3740|Drugs|Multi-drug_resistance|MDR_23S_rRNA_mutation|MDR23S|RequiresSNPConfirmation,11,MPHE,1
MEG_3948|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,11,DSBA,1
MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,11,TCRA,1
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,11,MEFC,1
MEG_2772|Drugs|MLS|23S_rRNA_methyltransferases|ERM,11,SILS,1
MEG_3219|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,11,RPSA,1
MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA,11,SILC,1
MEG_7263|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,11,AAC6-PRIME,1
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,11,SOXS,1
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,10,TCRZ,1
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,10,PAREF,1
MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,10,SILP,1
MEG_7862|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,10,SILF,1
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,9,ERMA,1
MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,9,MPHB,1
MEG_2453|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS,9,FABG,1
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,9,ANT4-PRIME,1
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,9,KPN,1
MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,9,MDTM,1
MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,9,MSRG,1
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,9,MSRE,1
MEG_6111|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,9
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,9
MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR,9
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,9
MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA,9
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,9
MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,8
MEG_7864|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,8
MEG_3641|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,8
MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN,8
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,8
MEG_4095|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,8
MEG_4164|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,8
MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,8
MEG_2828|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,8
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,8
MEG_7173|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,8
MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,8
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,7
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,7
MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP,7
MEG_6979|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET36,7
MEG_6050|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR,7
MEG_6048|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA,7
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,7
MEG_6112|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,7
MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,6
MEG_2689|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,6
MEG_2955|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,6
MEG_7837|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG,6
MEG_3648|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAE,6
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,6
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,6
MEG_7330|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,6
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,6
MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,6
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,6
MEG_1636|Drugs|betalactams|Class_A_betalactamases|CBLA,6
MEG_3196|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,6
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,6
MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP,6
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,6
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,6
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,6
MEG_8678|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation,6
MEG_7851|Metals|Zinc_resistance|Zinc_resistance_protein|ZITB,6
MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,6
MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,6
MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ,6
MEG_2841|Drugs|MLS|23S_rRNA_methyltransferases|ERMQ,6
MEG_1107|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR,5
MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,5
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,5
MEG_7832|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH,5
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,5
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,5
MEG_5819|Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation,5
MEG_7841|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YODB,5
MEG_7835|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF,5
MEG_2909|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF,5
MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,5
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,5
MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,5
MEG_3985|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,5
MEG_2692|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,5
MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,5
MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI,5
MEG_4289|Drugs|betalactams|Mutant_porin_proteins|OMPFB|RequiresSNPConfirmation,5
MEG_7974|Drugs|betalactams|Class_C_betalactamase_regulator|AMPCR|RequiresSNPConfirmation,4
MEG_7315|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,4
MEG_2805|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,4
MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,4
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,4
MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH,4
MEG_7853|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA,4
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,4
MEG_4171|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,4
MEG_7813|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH,4
MEG_6545|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,4
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,4
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,4
MEG_3998|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH,4
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,4
MEG_5371|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,4
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,4
MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD,3
MEG_7207|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,3
MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,3
MEG_7112|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,3
MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,3
MEG_1576|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,3
MEG_7163|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,3
MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,3
MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,3
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,3
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,3
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,3
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,3
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,3
MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,2
MEG_2830|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,2
MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,2
MEG_7052|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,2
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,2
MEG_8100|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,2
MEG_4750|Drugs|betalactams|Class_D_betalactamases|OXA,2
MEG_7321|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,2
MEG_7126|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2
MEG_7196|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation,2
MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,2
MEG_7145|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,2
MEG_7128|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2
MEG_2435|Drugs|betalactams|Class_A_betalactamases|CTX,2
MEG_1694|Drugs|betalactams|Class_A_betalactamases|CFX,2
MEG_2454|Metals|Copper_resistance|Copper_resistance_protein|CUTA,2
MEG_6133|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,2
MEG_3144|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,2
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,2
MEG_7867|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,2
MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,2
MEG_8288|Drugs|betalactams|Mutant_porin_proteins|OMPA,2
MEG_7102|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,1
MEG_1011|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,1
MEG_1728|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBC,1
MEG_7104|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1
MEG_2947|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,1
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,1
MEG_1696|Drugs|betalactams|Class_A_betalactamases|CFX,1
MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY,1
MEG_8290|Drugs|betalactams|Mutant_porin_proteins|OMPK36|RequiresSNPConfirmation,1
MEG_3754|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,1
MEG_4044|Drugs|MLS|Macrolide_phosphotransferases|MPHE,1
MEG_2688|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,1
MEG_6651|Metals|Copper_resistance|Copper_resistance_protein|TCRA,1
MEG_3828|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFC,1
MEG_6509|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,1
MEG_845|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,1
MEG_6142|Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation,1
MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,1
MEG_6501|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,1
MEG_368|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,1
MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS,1
MEG_6654|Metals|Copper_resistance|Copper_resistance_protein|TCRZ,1
MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,1
MEG_2923|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,1
MEG_6506|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,1
MEG_1554|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,1
MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,1
MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,1
MEG_2785|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,1
MEG_1689|Drugs|betalactams|Class_A_betalactamases|CFX,1
MEG_3288|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,1
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,1
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,1
MEG_978|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,1
MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,1
MEG_915|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,1
MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,1
MEG_8260|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRG,1
MEG_4075|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRE,1
MEG_963|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,1
MEG_2918|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,1
MEG_7122|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1
MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX,1
MEG_7120|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1
