MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,1245,EPTA,1144,Cationic peptide-resistant 16S ribosomal subunit protein,1152,Nucleosides,15
MEG_2447|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB,1214,PSTB,1139,peroxide resistance protein,1129,Iron resistance,8
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,1195,ACRS,1111,Multi-drug ABC efflux pumps,1020,Tellurium resistance,5
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,1194,PARC,1094,Drug and biocide and metal RND efflux regulator,999,Paraquat resistance,4
MEG_3080|Biocides|Acid_resistance|Acid_resistance_regulator|GADE,1174,GADA,1087,Copper resistance regulator,938,Mycobacterium tuberculosis-specific Drug,1
MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,1152,MSBA,1019,Colistin-resistant mutant,924,Biguanide resistance,1
MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX,1148,TET40,1009,Mutant porin proteins,910
MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,1144,MGTA,1002,Multi-biocide RND efflux pump,875
MEG_5814|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB,1139,MEFA,999,Lincosamide nucleotidyltransferases,869
MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,1112,YDEP,997,Class C betalactamases,845
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,1111,CUSF,983,Aminocoumarin-resistant DNA topoisomerases,740
MEG_2448|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,1094,ACRR,948,Sulfonamide-resistant dihydropteroate synthases,724
MEG_3076|Biocides|Acid_resistance|Acid_resistance_protein|GADA,1087,PMRAR,924,Multi-biocide SMR efflux pump,701
MEG_7154|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,1053,EMRA,920,Drug and biocide ABC efflux pumps,589
MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA,1019,GADC,917,Class C betalactamase regulator,566
MEG_7820|Biocides|Acid_resistance|Acid_resistance_protein|YDEP,997,GYRA,888,Chromium resistance protein,481
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,983,CUSR,882,Drug and biocide MATE efflux pumps,464
MEG_3|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,975,CUEO,882,Aminoglycoside O-nucleotidyltransferases,423
MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,948,FIEF,880,Multi-biocide resistance protein,418
MEG_3975|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,948,ACRD,880,Pleuromutilin-resistant 23S rRNA mutation,413
MEG_3980|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,946,TOLC,875,Phenolic resistance protein,399
MEG_8634|Drugs|Lipopeptides|Colistin-resistant_mutant|PMRAR|RequiresSNPConfirmation,924,PTSL,861,Drug and biocide and metal resistance regulator,398
MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,917,EMRB,831,Undecaprenyl pyrophosphate phosphatase,394
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,882,CUSS,824,Triclosan-resistant mutation,388
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,882,ZRAR,818,Arsenic resistance regulator,364
MEG_2909|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF,880,IBPB,816,Multi-drug RND efflux pumps,298
MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,865,BLAEC,815,Macrolide phosphotransferases,293
MEG_5819|Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation,861,MODA,802,MLS resistance ABC efflux pumps,237
MEG_3948|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,852,HDEA,801,Class A betalactamases,197
MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,849,MODB,791,Multi-drug RND efflux regulator,196
MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,849,ZNUA,775,Tetracycline resistance MFS efflux pumps,127
MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,839,ZNUC,775,Aminoglycoside efflux pumps,101
MEG_2453|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS,824,PITA,772,Daptomycin-resistant beta-subunit of RNA polymerase RpoC,87
MEG_4002|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,802,NHAB,770,Vancomycin-resistant mutation,76
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,801,GLPF,766,Pactamycin-resistant 16S ribosomal subunit protein,62
MEG_7862|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,790,HDEB,766,23S rRNA methyltransferases,54
MEG_7859|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC,775,IBPA,765,Class B betalactamases,54
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,772,YDEO,762,Nickel ABC efflux regulator,53
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,765,TEHA,757,Class D betalactamases,51
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,763,FETA,749,Fusidic acid-resistant mutation,50
MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,762,ZRAS,749,Dihydrofolate reductase,27
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,757,FETB,746,Aminoglycoside O-phosphotransferases,25
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,753,ZNUB,739,Phenicol-resistant 23S rRNA mutation,25
MEG_6991|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,752,GADB,726,Chloramphenicol acetyltransferases,24
MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,749,FOLP,724,Streptothricin acetyltransferase,15
MEG_3255|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,746,MURA,704,Rifampin phosphotransferase,12
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,746,SUGE,701,Tetracycline inactivation enzymes,9
MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,745,NHAA,699,MDR mutant porin proteins,9
MEG_7864|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,739,EMRR,694,Iron resistance protein,8
MEG_7858|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,739,TEHB,691,VanD-type resistance protein,7
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,734,PBP2,690,Tetracycline resistance MFS efflux regulator,5
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,726,MNTH,680,Tellurium resistance protein,5
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,721,ZUPT,678,Paraquat resistance protein,4
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,718,SODA,655,VanA-type resistance protein,3
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,713,CUTE,612,Fosfomycin thiol transferases,2
MEG_4095|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,704,RCNA,611,VanA-type accessory protein,2
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,702,ROBA,591,Multi-biocide ABC efflux pump,2
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,699,YOGI,589,VanL-type regulator,1
MEG_7263|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,697,DSBB,588,Pyrazinamide-resistant mutant,1
MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR,694,LNUC,587,Drug and biocide ABC efflux regulator,1
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,691,NIKA,585,Biguanide cation efflux,1
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,690,CRP,579,Phenicol resistance MFS efflux pumps,1
MEG_4164|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,681,PMRF,571,Multi-biocide MATE efflux pump,1
MEG_3998|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH,680,YGIW,568
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,676,AMPCR,566
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,629,DSBC,562
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,625,MDFA,550
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,612,MDTH,540
MEG_6048|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA,611,AMPH,539
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,609,MDTB,537
MEG_6540|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,608,RPOS,537
MEG_2955|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,608,RCNR,532
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,602,UGD,529
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,591,OMPFB,515
MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI,589,BAER,515
MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,587,MDTP,502
MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA,585,MDTJ,494
MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP,579,RCNB,491
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,571,ZINT,489
MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,568,MARA,485
MEG_7974|Drugs|betalactams|Class_C_betalactamase_regulator|AMPCR|RequiresSNPConfirmation,566,BAES,484
MEG_2689|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,559,YIEF,484
MEG_6|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,543,MDTI,482
MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH,540,NFSA,481
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,539,ZITB,471
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,537,MARR,464
MEG_6050|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR,532,MDTK,464
MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD,529,MDTO,463
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,521,CUER,445
MEG_4289|Drugs|betalactams|Mutant_porin_proteins|OMPFB|RequiresSNPConfirmation,515,PARE,436
MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,515,SOXRB,429
MEG_2692|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,506,ZUR,427
MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP,502,ZNTR,421
MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ,494,YJCG,418
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,491,ASR,416
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,489,P23S,413
MEG_7835|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF,484,NIKB,412
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,483,MDTG,406
MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,482,FABI,399
MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,481,SOXS,398
MEG_7851|Metals|Zinc_resistance|Zinc_resistance_protein|ZITB,471,MDTA,396
MEG_8716|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,468,BACA,394
MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR,464,FABG,388
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,463,ARSR,364
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,462,YHCN,362
MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,461,CUTC,360
MEG_410|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,454,CORA,357
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,445,CORC,351
MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,426,ANT9,326
MEG_3987|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,422,MNTP,325
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,421,BCR,310
MEG_7837|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG,418,YGJH,308
MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,416,MDTC,307
MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,411,RPSL,305
MEG_7867|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,408,GYRBA,304
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,404,ARSBM,300
MEG_8443|Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation,402,HNS,298
MEG_4168|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,401,ARIR,296
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,401,FECE,295
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,399,SODB,285
MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS,398,CUTA,284
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,396,MNTR,281
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,388,MEFE,277
MEG_8252|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,387,TET32,277
MEG_3976|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,375,ICLR,272
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,364,MPHB,271
MEG_3982|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,360,PBP4B,269
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,354,COMR,268
MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,349,MDTM,247
MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,345,LNUA,244
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,332,GLPT,238
MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,330,UHPT,236
MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,329,YCHH,235
MEG_3985|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,325,CHAA,234
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,325,NIKC,230
MEG_1004|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,322,CUTF,211
MEG_7832|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH,308,OMPK36,207
MEG_7161|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,305,DSBA,206
MEG_8678|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation,305,FECD,202
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,304,ZNTA,196
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,304,ASMA,196
MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,304,MDTN,194
MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,302,ARSCM,189
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,301,YDEI,189
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,300,COPA,181
MEG_3991|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,300,EMRD,181
MEG_8254|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,300,MEFF,181
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS,298,MSRG,181
MEG_1107|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR,296,BHSA,179
MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,291,OMPA,171
MEG_8253|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,289,PAREF,168
MEG_6963|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,289,MVRC,160
