MEG_7130|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,18
MEG_2928|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,17
MEG_915|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,17
MEG_2917|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,17
MEG_2043|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|COPBM,17
MEG_1696|Drugs|betalactams|Class_A_betalactamases|CFX,17
MEG_7098|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,16
MEG_7866|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,16
MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,16
MEG_996|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,15
MEG_7683|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,15
MEG_7108|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,15
MEG_2450|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,15
MEG_1282|Drugs|betalactams|Class_C_betalactamases|BLAEC,15
MEG_8427|Drugs|betalactams|Class_D_betalactamases|OXA,15
MEG_2868|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,15
MEG_7310|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,15
MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,15
MEG_7095|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,15
MEG_1087|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,14
MEG_7147|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,14
MEG_692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEJ,14
MEG_8100|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,14
MEG_3989|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,14
MEG_2925|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,14
MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,14
MEG_7321|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,14
MEG_2842|Drugs|MLS|23S_rRNA_methyltransferases|ERMQ,14
MEG_6126|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,14
MEG_7836|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA,14
MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,14
MEG_4317|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,14
MEG_1478|Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP,14
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,13
MEG_3758|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,13
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,13
MEG_2848|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,13
MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX,13
MEG_3288|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,13
MEG_7170|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,13
MEG_7140|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,13
MEG_2030|Metals|Copper_resistance|Copper_resistance_protein|COPA,13
MEG_2691|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,13
MEG_1689|Drugs|betalactams|Class_A_betalactamases|CFX,13
MEG_7141|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,13
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,12
MEG_6115|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,12
MEG_3142|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,12
MEG_4004|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,12
MEG_3820|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,12
MEG_4425|Drugs|betalactams|Class_D_betalactamases|OXA,12
MEG_3611|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,12
MEG_1046|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,12
MEG_3621|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUP,12
MEG_2119|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,12
MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,11
MEG_6542|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,11
MEG_6132|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,11
MEG_3193|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,11
MEG_759|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,11
MEG_3227|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,11
MEG_2810|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,11
MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,11
MEG_941|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,11
MEG_3738|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,11
MEG_2662|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,10
MEG_6989|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39,10
MEG_7201|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,10
MEG_2913|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,10
MEG_2789|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,10
MEG_6108|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,10
MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,10
MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,10
MEG_1628|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,10
MEG_6500|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB,10
MEG_6127|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,10
MEG_1058|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,10
MEG_7027|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,10
MEG_7330|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,10
MEG_983|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,10
MEG_1280|Drugs|betalactams|Class_C_betalactamases|BLAEC,9
MEG_6576|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,9
MEG_6575|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,9
MEG_2690|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,9
MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX,9
MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX,9
MEG_1283|Drugs|betalactams|Class_C_betalactamases|BLAEC,9
MEG_3619|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,9
MEG_7097|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,9
MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,9
MEG_1040|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,9
MEG_2916|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,9
MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,9
MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,9
MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,9
MEG_1154|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,9
MEG_3516|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO,9
MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,8
MEG_4314|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,8
MEG_4424|Drugs|betalactams|Class_D_betalactamases|OXA,8
MEG_1690|Drugs|betalactams|Class_A_betalactamases|CFX,8
MEG_2088|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORB,8
MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE,8
MEG_2435|Drugs|betalactams|Class_A_betalactamases|CTX,8
MEG_2658|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,8
MEG_7306|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,8
MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,8
MEG_6169|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,8
MEG_6111|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,7
MEG_7239|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,7
MEG_3290|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,7
MEG_7070|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,7
MEG_2796|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,7
MEG_2905|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FEXA,7
MEG_2919|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,7
MEG_7199|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,7
MEG_6124|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,7
MEG_1281|Drugs|betalactams|Class_C_betalactamases|BLAEC,7
MEG_2900|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,7
MEG_4830|Drugs|betalactams|Class_D_betalactamases|OXA,7
MEG_6156|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SALA,7
MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,7
MEG_2921|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,7
MEG_1150|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,7
MEG_6038|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC,6
MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,6
MEG_5422|Metals|Copper_resistance|Copper_resistance_protein|PCOD,6
MEG_3232|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,6
MEG_2858|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,6
MEG_3140|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,6
MEG_2920|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,6
MEG_1001|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,6
MEG_1209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,6
MEG_3215|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,6
MEG_5424|Metals|Copper_resistance|Copper_resistance_regulator|PCOR,6
MEG_1680|Drugs|MLS|23S_rRNA_methyltransferases|CFR,6
MEG_4312|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,5
MEG_6130|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,5
MEG_7114|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,5
MEG_5418|Metals|Copper_resistance|Copper_resistance_protein|PCOB,5
MEG_2787|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,5
MEG_7868|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,5
MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC,5
MEG_2800|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,5
MEG_8717|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,5
MEG_981|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,5
MEG_6988|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39,5
MEG_2805|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,5
MEG_948|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,5
MEG_7245|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETY,5
MEG_6501|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,5
MEG_7144|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,5
MEG_7031|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,5
MEG_1162|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,4
MEG_870|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,4
MEG_1549|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,4
MEG_1728|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBC,4
MEG_5375|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,4
MEG_4997|Drugs|betalactams|Class_D_betalactamases|OXA,4
MEG_3216|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,4
MEG_4313|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,4
MEG_3665|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MCO,4
MEG_2430|Drugs|betalactams|Class_A_betalactamases|CTX,4
MEG_5781|Drugs|Phenicol|Phenicol-resistant_23S_rRNA_mutation|PH23S|RequiresSNPConfirmation,4
MEG_2915|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,4
MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,4
MEG_1284|Drugs|betalactams|Class_C_betalactamases|BLAEC,4
MEG_6112|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,4
MEG_3196|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,4
MEG_4321|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,4
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,4
MEG_1276|Drugs|betalactams|Class_C_betalactamases|BLAEC,4
MEG_1288|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,3
MEG_303|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,3
MEG_4319|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,3
MEG_6506|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,3
MEG_2760|Drugs|MLS|23S_rRNA_methyltransferases|ERM,3
MEG_4803|Drugs|betalactams|Class_D_betalactamases|OXA,3
MEG_3615|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,3
MEG_1686|Drugs|betalactams|Class_A_betalactamases|CFX,3
MEG_3608|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,3
MEG_6617|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,3
MEG_2672|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,3
MEG_6509|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,3
MEG_763|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,3
MEG_6634|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,3
MEG_395|Drugs|betalactams|Class_A_betalactamases|ACI,3
MEG_7042|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,3
MEG_1289|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,3
MEG_2792|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,3
MEG_8150|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,3
MEG_2896|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,3
MEG_2798|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,3
MEG_4177|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,3
MEG_3254|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,3
MEG_2799|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,3
MEG_4998|Drugs|betalactams|Class_D_betalactamases|OXA,3
MEG_919|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,3
MEG_1149|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,3
MEG_4005|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,2
MEG_2674|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,2
MEG_4828|Drugs|betalactams|Class_D_betalactamases|OXA,2
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,2
MEG_2772|Drugs|MLS|23S_rRNA_methyltransferases|ERM,2
MEG_2680|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,2
MEG_2804|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,2
MEG_689|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,2
MEG_6510|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,2
MEG_2694|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,2
MEG_3228|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2
MEG_2814|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,2
MEG_5062|Drugs|betalactams|Class_D_betalactamases|OXA,2
MEG_2770|Drugs|MLS|23S_rRNA_methyltransferases|ERM,2
MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2
MEG_3829|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE,2
MEG_1182|Biocides|Acid_resistance|Acid_resistance_protein|ASR,2
MEG_2878|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABV,2
MEG_5829|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,2
MEG_6133|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,2
MEG_3664|Drugs|betalactams|Class_C_betalactamases|MCA,2
MEG_8431|Drugs|betalactams|Class_D_betalactamases|OXA,2
MEG_8287|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,2
MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,1
MEG_5063|Drugs|betalactams|Class_D_betalactamases|OXA,1
MEG_1625|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,1
MEG_1012|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,1
MEG_497|Drugs|betalactams|Class_C_betalactamases|ACT,1
MEG_7795|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEP,1
MEG_7373|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,1
MEG_8667|Drugs|betalactams|Class_A_betalactamases|ROB,1
MEG_6875|Drugs|betalactams|Class_A_betalactamases|TEM,1
MEG_7584|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,1
MEG_6142|Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation,1
MEG_5060|Drugs|betalactams|Class_D_betalactamases|OXA,1
MEG_2655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,1
MEG_5873|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRA,1
MEG_1060|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,1
MEG_8083|Drugs|MLS|23S_rRNA_methyltransferases|ERM52,1
MEG_4281|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,1
MEG_429|Drugs|betalactams|Class_C_betalactamases|ACT,1
MEG_1174|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,1
MEG_7524|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,1
MEG_688|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,1
MEG_2024|Metals|Copper_resistance|Copper_resistance_protein|COPA,1
MEG_7472|Drugs|Glycopeptides|VanC-type_regulator|VANRC,1
MEG_7583|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,1
MEG_2967|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,1
MEG_5335|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,1
MEG_6507|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,1
MEG_3618|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,1
MEG_402|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,1
MEG_1560|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,1
MEG_1582|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,1
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP,1
MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,1
MEG_7041|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,1
MEG_2687|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,1
MEG_802|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,1
