Statistics
ARG_NUM_OF_READS,149267
ARG_READ_LENGTH_MEAN,3784.1899951094347
ARG_READ_LENGTH_MEDIAN,3852
ARG_READ_LENGTH_RANGE,"(83, 113804)"
ARG_READ_LENGTH_STD_DEV,1659.1035690050815
ARG_READ_LENGTH_VARIANCE,2752624.6526853987
ARG_READ_LENGTH_SKEW,3.548514836100724
ARG_READ_LENGTH_KURTOSIS,184.09405335877582
ARG_NO_OUTLIERS_4_STDV_NUM_OF_READS,146894
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_MEAN,3693
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_MEDIAN,3821.0
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_RANGE,"(83, 7911)"
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_STD_DEV,1453.1902834797652
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_VARIANCE,2111762
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_SKEW,-0.2213731839193115
ARG_NO_OUTLIERS_4_STDV_READ_LENGTH_KURTOSIS,-0.32628096284963526
Resistome
MEGARes Gene Header,Num Reads,Group,Num Reads,Mechanism,Num Reads,Class,Num Reads
MEG_4223|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation,29174,MLS23S,93808,Macrolide-resistant 23S rRNA mutation,93808,MLS,94014
MEG_3990|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,17363,A16S,59524,Aminoglycoside-resistant 16S ribosomal subunit protein,89385,Aminoglycosides,89440
MEG_8680|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRS|RequiresSNPConfirmation,13227,O23S,29174,Oxazolidinone-resistant 23S rRNA mutation,29262,Oxazolidinone,29262
MEG_9|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,12910,RRS,13227,Tetracycline-resistant 16S ribosomal subunit protein,5799,Tetracyclines,6158
MEG_7|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,12499,RRSA,10322,Cationic peptide-resistant 16S ribosomal subunit protein,1588,Cationic antimicrobial peptides,1649
MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,11752,TET16S,5799,Rifampin-resistant beta-subunit of RNA polymerase RpoB,1438,Rifampin,1442
MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation,10322,RRSH,4681,EF-Tu inhibition,975,Drug and biocide resistance,1061
MEG_8249|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,9935,RRSC,1623,Pleuromutilin-resistant 23S rRNA mutation,561,Elfamycins,975
MEG_4|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,9871,CAP16S,1588,Drug and biocide RND efflux pumps,384,Multi-metal resistance,931
MEG_8251|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,8878,RPOB,1394,Multi-metal RND efflux pumps,357,betalactams,738
MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,8606,TUFAB,975,Tetracycline resistance ribosomal protection proteins,340,Pleuromutilin,561
MEG_3978|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,8218,P23S,561,Class D betalactamases,320,Acid resistance,283
MEG_3994|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,6916,OXA,319,Multi-metal resistance protein,282,Glycopeptides,222
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,6708,RPOC,221,Drug and biocide RND efflux regulator,272,Multi-drug resistance,221
MEG_3980|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,6674,MDR23S,189,Acid resistance protein,239,Biocide and metal resistance,209
MEG_3992|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,5444,PARC,132,Vancomycin-resistant mutation,221,Zinc resistance,190
MEG_6147|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation,4681,TETW,107,Drug and biocide MFS efflux pumps,204,Copper resistance,180
MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,4106,ACRB,104,Class B betalactamases,204,Fluoroquinolones,179
MEG_3988|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,3713,CUSC,104,MDR 23S rRNA mutation,189,Arsenic resistance,117
MEG_3991|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2102,LPDT,93,Fluoroquinolone-resistant DNA topoisomerases,179,Acetate resistance,115
MEG_8252|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2079,CUSB,92,Biocide and metal resistance protein,153,Multi-biocide resistance,110
MEG_3975|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2047,RRL,88,Copper resistance protein,151,Lipopeptides,107
MEG_3|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1872,RPOCL,87,Zinc resistance protein,133,Drug and biocide and metal resistance,105
MEG_6963|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,1693,MSRD,79,Multi-metal RND efflux regulator,123,Fosfomycin,69
MEG_3987|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,1678,CUSR,79,Acetate resistance protein,115,Sodium resistance,48
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,1623,MDTF,77,Arsenic resistance protein,94,Peroxide resistance,45
MEG_3982|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,1598,MEFA,77,MLS resistance MFS efflux pumps,91,Phenolic compound resistance,45
